Movie,Review
Cats Don't Dance (1997),"In 1997, Warner Bros. and Ted Turner released an animated musical feature called Cats Don't Dance, which was intended as a tribute to Hollywood musicals from the 1930s. With direction from Mark Dindal (who would go on to make The Emperor's New Groove) and some choreography taught by the legend himself, Gene Kelly, this seemed like a sure fire hit....that is if it really were. While the film was decently well received by critics, it wasn't marketed very well and sadly flopped at the box office. Luckily, it has garnished a cult following over the years, and after seeing it myself, I can more than ever see why.

Set in Hollywood in the late 1930s, the film centers around the optimistic and talented cat Danny who wants to make it into showbiz. The only issue, he's a cat and all other animals are only treated as second rate props behind human actors, including the nasty Darla Dimple. Upon getting into trouble with Ms. Dimple, Danny decides to bring all the animals together to make it big in the movies. Yeah, right off the bat, the plot is rather predictable and it's not so different from the usual underdog story we normally see in some animated movies. That being said, the film makes up for the weak plot with some highly entertaining scenes and jokes, fast paced animation, likable characters, and a true passion for Hollywood.

In terms of the characters, Danny is the highly ambitious albeit naive protagonist who wishes to be a star, even if he has to fight hard to get his dream, which is something many people still go through today so he is a little sympathetic. Sawyer is the disillusioned albeit beautiful white cat who neglects Danny's hopes at first, but soon supports him and the other animals to become big as well. Also, can I just say that Danny and Sawyer are absolutely adorable? I love cats as it is, but they are so charming and delightful to watch....anyway, the rest are rather one dimensional, but are still humorous in their own right, like the giddy Tillie, the bad tempered curmudgeon Cranston, the superstitious T.W., and the chubby albeit charming Pudge.

And then there's Darla Dimple, who is absolutely hilarious from her voice to her design. As she is a parody of Shirley Temple, she may seem like an adorable animal loving angel, but she's really an egotistical monster who will do whatever it takes to sabotage the animals just so she can be the big shot. In addition, her butler Max just cracks me up almost every time, mainly from how huge and deadpan he is. Speaking of Darla's prejudice of animals, the most interesting thing about the story itself is how, as stated before, the animals are viewed. Many of the animals themselves have dreams to be big in the theater, but they're sadly looked down upon by the humans who top them. If not for the fact that they were animals, this film probably could have been a social commentary on how African Americans were mistreated in showbiz until the 1960s....damn, this film is smart.

As for the animation, in accordance to the film's upbeat and whimsical tone, the general style is reminiscent to the Looney Tunes and cartoons by Tex Avery. The characters are designed from the ground up to be cartoony, and their fast paced squash & stretch movements are perfectly timed. Not to mention, given how Gene Kelly did some choreography for the animators, the dance moves are superb, really bringing out a lot of jive and soul from each animal. The way the movie recreates Hollywood is solid enough, but the dance movements bring out that extra flavor of fun for the audience. It's also cool how the film utilizes a perfectly contrasted color scheme to set the tone: saturated when optimistic and happy and neutralized when sad and hopeless.

Now I will admit, the musical numbers done by Randy Newman are rather hit or miss. Some like I Do Believe, Danny's Arrival Song and Tell Me Lies do come at their given times and are well directed and choreographed, but they don't leave enough impact to be memorable enough to sing along to. That being said, others like Animal Jam, Big and Loud, and especially Nothing's Gonna Stop Us Now are highly entertaining, catchy and worth getting off your seat and just dancing to. The last one mentioned is a special highlight, not just because of the shenanigans Darla Dimple gets herself into, but also by the jazzy and upbeat tone that stands as a true finale highlight, complete with solid colors, lyrics, and dances. So yeah, the songs are either average or very good, but the good ones stick out more.

I don't know how this film would have gone had it been marketed properly, but I do know that it would have been somewhat of a classic. Cats Don't Dance is a highly entertaining and fun feature that stands as an enjoyable tribute and rendition to musicals from Hollywood's golden era. Even if the plot is fairly standard and most of the characters aren't particularly grand, the wacky fast paced animation, lovable main protagonists and antagonists, catchy songs, and comedic tone make it an enjoyable feature worth your time. If you're a fan of Hollywood movies from the 30s and 40s, musicals, animated features with talking animals, or even cartoony animation, then definitely seek this one out for the whole family. Give this film as much love and support as it needs, and make it big and loud (wink wink)."
Head Above Water (1996),"Superior court judge George (Harvey Keitel) sentenced Nathalie (Cameron Diaz) to two years probation and then married her. She's happy and brings him to her family's summer island home. Her childhood friend Lance (Craig Sheffer) is the caretaker living in a cabin. Lance takes George on an overnight fishing trip. Nathalie is alone and her ex-boyfriend Kent (Billy Zane) shows up. His girlfriend left him and they spend the day drinking together. The next morning, she wakes up on the couch with the boat coming back. Kent however is dead and naked in the bed. She decides to hide the body and screwball wackiness ensues.

I'm not sure why Nathalie has to hide Kent. I'm even less sure why George has to hide Kent. It may be embarrassing but they could have dressed him up and call the cops. He wasn't even there when Kent died. The broken neck is post-mortem. All the moving the dead body around is kind of pointless and is reminiscent of 'Weekend at Bernie's'. They keep making things worst and worst for no good reason. I keep thinking there has to be better ways to do this.

The comedic tone doesn't make it funny. This could have been much better darker. It could be Hitchcockian with some better writing. I don't think the screwball comedy works at all. However a dark psychological thriller could work."
Hercules (1997),"In the grand Disney tradition of making free with literature and history to create an irresistibly entertaining movie experience, we have the lively ""Hercules"". Rendering the Olympian pantheon in rainbow hues is certain to please children, where austere white draperies and beige complexions have long been the norm onscreen. The whole is set in modern terms easily absorbed by the contemporary American audience-- it's fun!

One hopes that the younger set might be inspired to investigate the real mythology as recorded, and not assume they'd been adequately instructed in the subject by this highly revised version. Of course 'real' is relative, since any mythology deals with miraculous events that are not supported by the historic record. A good deal of Judeo-Christian biblical text falls under this designation; it must be taken on faith. But Judeo-Christian scriptures belong to active religions, and thus the events described are literally sacred. The religion of the ancient Greeks cannot be described as active, and thus is fair game for irreverent revisions that will offend very few beside Hellenist scholars.

Animated and live-action films that illustrate current religions, however, must adhere to tradition. Only look at the wealth of Hindu devotional films, visualized scriptures that provide ample evidence of the present-day believer's faith in the miraculous. Animated versions make these treasured tales of the gods more accessible to children. This is a living religion, with about a billion followers worldwide, and the third largest faith today.

But a 'dead' religion has virtually no one to protect its integrity, and so its miracles become myths, and its myths become infinitely flexible.

I suppose it's best for the tender sensibilities of children to present Zeus as a nice monogamous papa-god, whose only son was borne by his wife Hera. Later on his many outrageous infidelities, committed in various interesting disguises, can be revealed. They're certainly entertaining! And so is the Disney ""Hercules""."
Stuart Saves His Family (1995),"Movies inspired by SNL characters seem to have a consistently bad reputation. But that reputation is usually based on the fact that the films failed at the box office. The truth is, they are good solid comedies that were never meant to be blockbusters. 'Stuart Saves His Family' is just such a film.

This film has a cast of excellent actors who portray tragedy and comedy with sublime skill. The script is heartfelt and funny. There is no mockery of recovery programs or the self-help movement. Instead, 'Stuart Saves His Family' evokes the all too real humor amid the tragedy that comes from being part of a dysfunctional family (and world).

AL Franken's deadpan deliver of Stuart's ridiculous, but charming self is the the heart of the movie. But equally good are Piper Laurie, Vincent D'Onofrio, Lesley Boone & Harris Yulin. All four play characters who could easily descend into shrill, two-dimensional background support to the wacky lead character. Thankfully, the actors all bring out the human beings inside their characters.

The message about finding your own definition of happiness and family is another of the movie's strong points.

I also recommend ""Superstar"", another SNL character driven movie, starring Molly Shannon. She's an excellent actress with a wicked, silly streak."
Cabin Boy (1994),"I loved it, and it's crazy, since I'm not a Chris Elliott's fan at all!

I believe the best thing about this movie is that it doesn't allege some things that it doesn't have, or bigger than it already owns.

It's solid simple fun. The naive atmosphere worked perfectly. The idiot gags looked smart. Sometimes, it's the most cynical kids' fantasy. Sometimes, it's a close spoof of (Jason and The Argonauts - 1963). And all the time, it's some fine comics.

Surprisingly, (Melora Walters) looked super cute. The sailors' team delivered so right performance. Nothing was over the top, or goofy in a bad way. All the elements harmonized to make the jest good. It even managed to be a story about a boy turning into a man along the way too.

This kind of comedies used to be twisted, disgusting, poor, or easy, whatever. But Cabin Boy isn't any of that. It's joyful, yet in loyally childish way; which can be the secret of it indeed.

Unlike so many jests, this will live long."
"Stupids, The (1996)","Pathetic attempt to imitate the likes of Inspector Clusseau, Curley (3 Stooges), and Agent Maxwell Smart. These classic slapstick characters bumbled their ways into our hearts with expert comedic timing. Tom Arnold just bumbles aimlessly through this movie devoid of laughs. Stanley Stupid (Arnold), patriarch of the Stupid family, suspects there's an evil scheme to steal garbage, and he's suspicious of ""Return to Sender"" mail. Are you rolling on the floor weak with laughter yet?

Me neither.

Overdone stereotypes, feeble attempts to strain humor from gags that don't work, poorly executed slapstick, a script that laughs at its own jokes while nobody else does, an immaterial story that's nothing more than a vehicle for one banal scene after another, gratuitously violent events that are tossed out at you as humor; the list goes on. I always thought the song ""I'm my own Grandpa"" was clever--Arnold just makes it annoying. Few movies are more excruciatingly painful to endure than failed and unfunny comedies: this is one of these.

If somebody was stealing garbage, why didn't they steal this?"
"Pest, The (1997)","I actually joined this site simply to write in about this movie. I was sitting in my living room and this movie came on one of the local channels. I made it about an hour through before I simply had enough. Curious to see what the general movie-opinionated public thought of this movie, I looked it up on this site. I was absolutely shocked to see that there were an overwhelming amount of people that thought it was great. I needed to have my say, and here it is: This movie is absolute garbage. It was a chore to sit through. The ""jokes"" were uninspired rehashes from other, better shows and movies, and Leguizamo's manic portrayal of this obnoxious character should only appeal to age ten and below. That actually may be a stretch even for that age. I'm all for slapstick ridiculousness, but there isn't even the faintest hint of wit or cleverness. I have an idea, lets take bad uninspired obvious jokes and play them at twice the speed. Now that's funny. Ha. Ha.

Movies that you should see that take silly humor and add comic timing and originality: The Marx Brothers' A Night at the Opera, Monty Python's The Meaning of Life, South Park: Bigger, Longer, and Uncut,...and the list goes on. Don't lose an hour and a half of your life on unmemorable crap.

By the way, I can only assume that the reason that David Bar Katz (the other writer) did VERY little in film after this movie is because he was instantly blacklisted. I'm actually impressed that Leguizamo was able to recover after this mess."
Geronimo: An American Legend (1993),"From the 80's onwards, movies and television stories have introduced us to many heroic individuals living during the late 1800s with amazingly modern attitudes towards Native Americans. I'm starting to wonder how the hostiles were designated ""hostile"" when there were so many of these stand-up-and-be-heard PC types running around. (In the army, no less, which is just the place *I* would go if I wanted to find to a peaceful solution with the native American people.) I do wish that the movies would just show what happened without the characters of Basil Exposition and The Preacher, so we can form our own conclusions.

This movie is no exception, focusing on the Apache War, with Jason Patric playing Lt. Gatewood - speaking the very language of the Apache - pointing out to his commanding officer the errors of Indian policy. Matt Daman trots along in his wake and explains other concerns helpfully. Both look sincere and concerned, with Jason showing religious fervor and Matt looking terribly naive. Robert Duvall is excellent (as always); Wes Studi is solid as Geronimo.

The scenery (if you neglect to note the transportation implications as they race from one lovely monument several hours by car to another while raiding in the space of minutes) is lovely, and the soldiers look suitably tired and scruffy. I did find it dreadfully distracting (sorry to be so obsessive) that each actor had a mouthful of beautiful white teeth in the 1800s when dental care was a mere rumour.

And the facts. Well, so, as one reviewer pointed out, we weren't there, but we do know some details because the people that were there kept diaries and wrote letters, and we can compare what people wrote, and they all agreed on certain things. Unfortunately, Hollywood used what was handy and ignored a few important details.

So now some viewers will probably think they know something about Geronimo's life that isn't true, especially the poor junior high school kid cheating on some report by watching the movie. It's just irresponsible for movie makers to distort basic and important facts for the sake of the story.

This movie was beautifully photographed, well acted, and brings visibility in an highly poignant fashion to the suffering of the Native American to those who may have missed all the other movies. If they'd ridden their horses just a little closer to the facts, they would have had a much tighter story on Geronimo."
"Double vie de Véronique, La  1991)","This is a film which defies explanation. The story, on the one hand is quite simple in concept. There is a linking force between two women who live countries apart yet somehow have a sense of the other, even a love and kinship with each other. The one of them seems ignorant of it until that link is severed, at which point she sets about trying to understand the link she has lost.

Truly, what sets apart the film is not the unique concept (though it is fascinating) but, rather, the way Kieslowski tells the story through dreamlike remembrances, refractory light and reflection, beautifully haunting and lifting music, and a performance from Irene Jacob which must have been a combined effort between her and the director.

Beginning with the latter, I have to say that there is something odd yet wonderful about Irene Jacob's (""Au Revoir les Enfants"") performance as both Veronique and Weronica. Avoiding voice over to add interior monologue is a challenge. When you are working with an actress who performs as brilliantly as Jacob the answer is acting. At almost no point in the film are you left wondering what she feels or what she is thinking. Her face says it all. Her body language punches it home.

Hers is a face which can shine forth with innocence, passionate desire, heart-heaviness, soul rending grief, and exuberant joy, even as she astounds with singing performances which carry away the audience. She really is what makes this film work. Without her there is nothing here to watch.

This understanding that what the audience connects to is through what they see and experience through the film allows Kieslowski to create a true work of art. Like The Mona Lisa, theories abound as to what he meant by it but ultimately he has left it up to us viewers to find meaning within.

Many have said that they see religious allegory. Others see supernatural connection of spirit between people or even reincarnation. For me, There are some key scenes that lead me to believe that it is, at least in part, about generational knowledge and human collective consciousness.

In many ways it seems that Veronique learns from the experiences that her counterpart Weronica has had even when she is totally unaware of the connection. She has a sense of what she should do in any given moment or situation, despite never having had a similar experience. She just knows what is the right thing to do.

This theory of mine is furthered by the presence of both girls' fathers and their interesting relationships with them. The one seems far closer than the other but is that because she has learned from the other's mistakes or because we must all learn the balance between a past generations knowledge and our own self knowledge.

In ways, I think this film encourages us to find a balance between the two, realizing that we are more than just ourselves or even the various possible paths we could take through life. We are communal beings who live amongst others, not just in our physical environments, work, school, and home, but also in our spirits, minds, and hearts.

The film provokes one to rumination and thought, to be sure. I am confident that while another person may see ""The Double Life of Veronique"" and see something completely different within it, they will see something which captures their heart and wakens their spirit as only great art is able to do."
Until the End of the World  1991),"I agree with the comments made earlier concerning the denouement but that's only a disappointment if you look at the movie literally instead of figuratively. As in his other movies like Paris, Texas, the backdrops become another character in the film. Just like the title entails, Wenders was challenged to get the WHOLE world into his movie. He has succeeded. At the end of ""The End of The World"", we finally see it as we should all see the Earth.

The characters represent different ideologies of the different countries they're from and Wenders uses this to develop the plot.

These ""countries"" are trying to seize control of one man's vision and a source of power. However, they soon find out that not one of them can control the outcome of the movie.

The movie is Wender's commentary on global politics and socioeconomics. He portrays the world in a flurry of action from a European car chase to a U.S.A in recession, to a dichotomized Japan, and to an isolated Australia. It is an accurate depiction of the world we are living in now because that is how the movie was filmed - out in the streets of the real world circa the end of the 20th century which enhances the theme of the movie.

If you watch this movie you will believe you are living at ""The End of the World"". The movie is even better NOW then when it first came out. It's been 13 years since the first showing and I'm 28. Being a teenager, the sci-fi, action, fast-pace and the heroine's romance with William Hurt held my attention but to truly appreciate the WHOLE MOVIE you have to get past the juvenile/pop culture themes.

Being a woman, I identified with the heroine and the way she acts at the end of the movie and I think you will, too. The men will relate to the narrator because they tend to distance themselves from what's really going on in this movie and ""cut to the chase"". Overall, the movie is good for the whole family to watch except for one nude scene.

This ""summary"" took me awhile to write but as I went through the process of analyzing the movie from memory it became easier and easier as the film's key scenes flashed into my head. This only proves how powerful and clear Wenders' vision is as a director."
Waiting for Guffman (1996),"Christopher Guest has the knack for creating films where genuine laughter never stops. We saw this film when it was originally released, but caught it recently in the retrospect of Mr. Guest's films shown recently here.

""Waiting for Guffman"" is, to this humble viewer, probably his best creation to date. Not only is this a funny movie, it shows the genius of Mr. Guest at his best.

Corky St. Clair, the director from the New York stage seems completely out of place in Blaine, Mo. He is too witty for that small little town, where he is clearly adored, not only by the local thespians, but by the whole municipal council. Some of the lines one hears coming from Corky's mouth are so amazing that one wonders if the citizens of Blaine fully realize they have a gem living in town.

The players auditioning for Corky's new production about Blaine's beginnings, live in a world of themselves. Ron and Sheila Albertson, are the star of other productions, so they return again for the new show. Libby Mae Brown works in the Dairy Queen, but her ambition is to be a star. Even the local dentist, Dr. Allan Pearl, is attracted to become a performer.

There are two other underlying plots going on in the film. There is the history part, or how Blaine came to be, and the other notorious incident of the flying saucer that came into town and took several of the citizens for a tour of the space craft and we are being told about it by the people that experienced that adventure.

Christopher Guest makes a wonderful Corky St. Clair. Mr. Guest knows what makes Corky great. Corky, no doubt, is a composite of people Mr. Guest must have known at one time or another. Corky is an enormous achievement for Mr. Guest as a writer and as a performer.

Fred Willard and Catherine O'Hara are incredible in their take of the Albertsons, the travel agents without a clue of what's going on outside Blaine. Ron's delicate operation is explained in some detail to the horrified Mrs. Pearl. Eugene Levy, Mr. Guest's frequent collaborator is right on the money as the dentist with singing aspirations. Parker Posey, is the girl who thinks Broadway is only a few steps away. Paul Dooley, Don Lake, Larry Miller,Linda Kash, are among the citizens of Blaine one gets to know in the film.

Of course, none of this would have been possible without Christopher Guest. It's a shame we don't get to see more of him, but that makes even better whatever he decides to offer us from time to time."
I Shot Andy Warhol (1996),"A movie that takes on topics as prone to controversy as the art of Andy Warhol and radical feminism is almost sure to garner itself with with passionate fans and spiteful critics alike. Because it portrays its subject matter with such skill, one's opinion on the film likely says something about one's ideas on those matters, and setting aside these opinions will probably yield a much more moderate take on the film. At least it does for me.

Now: as a presentation of the events that led to Warhol's shooting, this film was brilliant. Its portrayal of Solanas's and Warhol's motivations and ideas is done with compassion and clarity; I particularly enjoyed its characterization of Warhol, which, in my opinion, was quite complimentary, contrary to some other opinions expressed on this board. He approaches things with an endearingly childlike innocence, a willingness to accept anything as beautiful... Well, some people might not find that complimentary... Nonetheless, it is his hangers on who come across as cruel and unpleasant. And of course, Lili Taylor plays the idiosyncratic Solanas marvelously.

Unfortunately, the focus on the context of the events causes the film to suffer as a narrative. Many of the mood generating scenes, while providing considerable insight into the characters, seem directionless and unsure. This would not be a problem had they been more visually or emotionally compelling, but as it is, they are only occasionally composed as anything other than simple, plot-furthering shots. The result is that the film seems digressive and unfocused, and this digression mars what could have been a fascinating film.

In the end, though, this is certainly a film worth watching, if you're willing to pay attention, especially when one of its more striking images comes to the surface."
Stealing Beauty (1996),"1st watched 10/15/2005, 9 out of 10(Dir-Bernardo Bertolucci): Marvelous coming-of-age story about a young woman named Lucy(played by Liv Tyler), returning to a place where her deceased mother spent a lot of time and rejuvenates some of the relationships she had four years prior while her mother was still alive. Bernardo Bertolucci again masterfully weaves this story in his usual poetically-visual style of directing. You feel like he's given everything he has and more to tell this story. It's told mainly from the main character's point of view, which is amazing in itself, but is possibly why the screenplay was written by a woman, Susan Minot. The story begins as Lucy arrives at her destination with a diary of her late mother's in hand. She reads thru this as a means to get to know her mother better(we get the feeling that she was not as close to her as she would have liked to be). The trip is also a way to explore this by getting to know her from the people who were close to her. The trip was the gift from her father, whom she has never met, and thus begins another search for her. Her virginity is also a hot topic, but mostly from those around her. She had only kissed a boy five years prior when she visited before and is still infatuated with him and hopes he will be the one(if you know what I mean). Since her mother's death she has closed herself up in many ways, and this has been one of them(although she denies this). Every character in this story is full of life in one way or another and seems to know their place in it except Lucy. And that's basically what this story is about. Her self discovery and her finding her place in the history of her family. The Italian landscape provides breathtaking views that Bertolucci takes great advantage of, the modern music blended with classical makes for an awesome soundtrack, and of course the storytelling plays it's way to a wonderful ending that leaves you again wanting to know these people more and more. This is where Bertolucci succeeds so well. His characters are rich and full of stories like real people who are merely here to enjoy their life. What a concept and what a film from a masterful director!!"
Basquiat (1996),"Georgia O'Keefe, the doyenne of American art once said: ""I don't know what art is, but I know what is art when I see it"".

Julian Schnabel, a New York based painter, turned film director, decided to make Jean Michel Basquiat the subject of his first time at the helm in the new role. The result is a film that shows us a young artist in search of an identity when he was breaking as a painter.

Jean Michel Basquiat was a success story, as far as his art was concerned. He clearly became a big force in the New York art scene. We watch him as he goes from a struggling young man to the success he became, and ultimately killed him. Some people can cope with fame and wealth, but others, like Jean Michel couldn't. History is full of cases like this one troubled young man who died too soon.

As far as Basquiat's art, well, that's in the eye of whoever is seeing it. Some will say it was trash, while others, like it seems to be the case with the director, tells us otherwise. Some of his pieces are overwhelming in their intensity.

The only reason for watching this film is Jeffrey Wright, an actor's actor. Mr. Wright is seen almost sleepwalking through the film. He seems to be on a permanent fog, as he didn't relate too well to all the hangers-on of that world. David Bowie as Andy Warhol made a tremendous impression. Benicio del Toro is only seen briefly. The rest of the cast do whatever they can under the unsure direction of Mr. Schnabel."
2 Days in the Valley (1996),"Each time I watch 'Two Days in the Valley' I like it less.

It's a knock-off of many films of The Nineties, its closest 'relative'; being Pulp Fiction. A bunch of characters, a seemingly disparate group of stories, all coming together for a grand finale. When I first saw it I thought, How modern. I thought, Brilliant plotting. Now I see it and think, Contrived. Very contrived. As for the characters, they're just too broad, too stereotypical. In fact I had the sense that the film-makers (Director, Screenwriters) were quite in love with themselves; their cleverness, their cynicism.

Here's the story. An athlete is murdered. One of the two murderers tries to kill the other murderer, but fails. The two murders go their separate ways, meet different people many of whom have some a vague relationship to one another. Of course the two murderers will meet again, each bringing with him the people they've been with. And this forms the grand finale in which someone's gotta die. And does.

James Spader is terrific as Murderer #1.

Likewise Danny Aiello as Murderer #2.

Glenn Headley is impossible not to love as the assistant to a no-good Hollywood-type.

Paul Mazursky steals the show as a down-and-out suicidal former film director with a great little dog.

Terry Hatcher is fine as the dead athlete's girlfriend who may be harboring an important secret regarding the murder. And this was a problem for me, an inconsistency in the plot. If she is involved with the murder, then scenes of her first reaction to the murder are .... 'off'.

Charlize Theron as girlfriend to Murderer #1 is also fine, but nowhere near as good as she's gonna be over the following decades.

Overall, it's OK. Only just. On my latest viewing I had the sense that it was meant to be a longer film but, at the last minute, was edited down. I say this as the pace - early-on it's quite slow - seems to pick up as we approach the ninety minute mark; the bringing together of all the characters seems a large, hastily concocted, device.

But maybe it's that I've seen it too many times.

Watch it yourself. See if you agree."
Private Parts (1997),"Pathetic attempt by radio shock jock Howard Stern to redeem his extremely negative image after utterly offending everyone and everything in the planet, and self-proclaiming ""king of all media"" (laugh). The whole point of the movie is to display Mr. Stern as a loving family man whose sense of humor is just misunderstood by the general American public.

It's not a bad movie, very funny at times, and shows a lot of care in the writing of the script. The sad part is that Mr. ""family man"" Stern still makes horrendous, tasteless jokes on his radio show, and just recently he aired some perversely disgraceful ""jokes"" (for lack of a better name) about the female victims of the Columbine high school shooting.

This movie did not change my view of Howard Stern; I still don't see him as a misunderstood, caring family man. He still is mean and tasteless in his radio show, and keeps pushing the limits of what's even ethical or responsible to broadcast."
Anaconda (1997),"This is not as bad as some people say it is. Generally, it's pretty formulaic, but there are a few alterations on the monster movie format.

A crew making a documentary set sail down a tropical river, on their way losing their fuel and, you guessed it, bumping into a big snake. There are all the usual characters here: beautiful girl, villain, posh English bloke (there's always one!), working-class hero, etc. They gradually get picked off one-by-one - although guessing the next ""victim"" is so easy, it takes the fun out of it all.

There are a few oddities in the consistency of the plot. Most of the killing happen in the second half of the film with the first half devoted to boring sub-plots. Curiously, the customary ""introduction shock"" is not a snake death, but a suicide. We never really find out why this has happened - after all, there is still a lot of Jennifer Lopez to be shown - and this, I think, is one of the main problems with the film. Story lines are attempted but never completed and so the audience will never gain true satisfaction from the film.

Another interesting factor is Terri's boyfriend and his contribution to the story line. During a dive, he gets bitten and the crew manage to recover him. They save his life but he is still unconscious and remains so throughout most of the movie.

However, the weakest character of all is the snake. Sure, it's pretty ugly, but it will never be truly terrifying as the director doesn't play on our sense of fear. We may be surprised when the snake attacks but never truly shocked.

As I said before, this isn't too bad a movie (I've seen worse) - there are some moments of tension, the actors do their jobs and the special effects are far from laughable. You might want to watch this if it's shown of TV, but I wouldn't pay money to see it."
Romy and Michele's High School Reunion (1997),"Unpretentious exhilarant sexy comedy starring the hottest Mira Sorvino and Lisa Kudrow, this charming movie is really great, they play a dumb unmarried girls around thirty from Tucson, sharing a small apartment at Los Angeles for ten years, also they suffer of inferiority complex due weren't a successful girls henceforth, Romy (Mira Sorvino) is a simply cashier meanwhile Michele (Lisa Kudrow) is temporarity unemployed, now they are invited to class reunion at Tucson, sadly no good memories from that period of time, actually they were rejected by a self-called A-team, a foursome of snobbish pretty girls, in other hand Romy still was in love by his classmate, they are wondering, how go back at your hometown being two unmarried girls as loser, then came up the stupid idea to embody themselves as well-heeled businesswomen, rocked by a sugary soundtrack it sounds really fresh conceptive comedy, artsy and smart, Mira Sorvino is prettier in between Lisa Kudrow is sexier with those beautiful legs & hearty breasts letting me crack up along the picture, pleasant experience mainly on Blu-ray!!

Resume:

First watch: 1999 / How many: 3 / Source: Cable TV-Blu-Ray / Rating: 7"
Shiloh (1997),"We all have those classic movies about animals that we watched when we were little ones, and hopefully if you've got any senses about you, still revisit as an adult. Well, most people have a few of those... I've got at least like twenty. One couple of movies that are very dear to me are Shiloh, and Shiloh 2: Shiloh Season, two indisputable classics that I was pretty much raised on, and have a burning nostalgia for. Shiloh boils down to one simple, loving archetype: a boy and his dog. Or, rather, a boy who desperately wishes to save a dog from going down the same road of violence and abuse that it's currant owner has. Marty Preston (Blake Heron, and Zachary Browne in the sequel because they just can't stick with one actor) is a young rural lad with a wholesome life and family, wishing for a dog of his own. Local roughneck and hunter Judd Travers (Scott Wilson) owns a whole pack of mutts that he mistreats when drunk, and aims to turn them all into vicious hunting dogs. When one small beagle escapes, it makes its way onto Preston land and suddenly Marty finds he has a new best friend. His stern father Ray (inimitable Michael Moriarty) warns him that the dog is probably Judd's, while his mother (excellent character actress Ann Dowd) urges compassion from her husband. Soon enough Judd comes looking, and conflict arises between the boy and the bitter old hunter. It's a children's story so nothing too messed up ever happens, but there's some touching lessons and surprising gravitas from both Moriarty and Wilson that is nice to see from such a seemingly innocuous, kid oriented franchise. Judd shows beautiful complexity in the sequel, the writing allowing Wilson to illustrate that not all mean people started out that way, and that with a little kindness and a lot of patience, old wounds can be burrowed into and treated. I first became a fan of Scott through the Shiloh films and he will always be Judd Travers to me. Marty finds a friend in Shiloh, getting right to the point of what these movies are about: friendship. New friends, old friends, and letting people in who need someone and don't even know it. It's great stuff, timeless to be sure, and always guaranteed to draw forth a smile. Rod Steiger lends his famous kind streak to the role of Doc Wallace, a convenience store owner with sagely wisdom for Marty and his fellow friends, as well as compassion for Judd. Now, there's a third film, also with Wilson but yet another different actor for Marty, and Moriarty sitting it out as well, which is why I haven't checked it out so far. Maybe it's time."
Con Air (1997),"Con Air is what I've come to expect of a standard Hollywood action flick, nothing more, nothing less. It's got plenty of action, big explosions, one-liners and pure entertainment value. The plot is pretty good, somewhat original, and fairly fast-paced. The acting is good, and the film has a surprisingly large amount of well-known good actors; Nicolas Cage, John Cusack, Danny Trejo, Steve Buscemi, Ving Rhames and John Malkovich. They all give good performances, as do most of the supporting actors. The characters are well-written and credible. I found it interesting how most of the characters aren't all black or white in their actions and personalities; many of them have a shade of gray or two. The action is well-done, exciting and intense. The special effects(the few there are) are good enough. The ending may be a little extreme, but it's a good climax, and the good things in the film make up for the bad; granted, there are a few downright lame parts, but there are far more good parts than bad. All in all, everything you'd expect from a Jerry Bruckheimer action film, and nothing else. I recommend it to fans of standard action films. 7/10"
Trees Lounge (1996),"Just happened upon this channel hopping In the early hours saw Steve Buscemi and wondered what's going on here? Not a lot as It seemed but that's not the point. Just sit back - preferably with a lager and allow Tree's Lounge to charm your trousers off.

Wonderfully subdued comedy showing that Buscemi Is not only a cult anti hero on screen but that he has much promise as a director. The characters stand out as they can be related to - everyone will recognise the Bill type regular permanently attached to the counter. Mark Boone's wife also as a seriously difficult woman who hasn't a clue what she really wants, stereotypically so. Tommy yes, Is a manchild aimlessly squandering his life away, for sure It Isn't a good role model to aspire to approaching middle age but hey that's his perogative.

This Is Steve's film and he's got charisma by the barrow full to make Tree's Lounge a real treat. That trick with the glasses will work once - provided your not too hammered practising. But It's Uncle Al who gets the best lines - ""he loves your mothers"", his excuse for his lecherous behaviour on the couch will bail a lot of people out of a lot of trouble.

This film Is very hard to track down, 90% of video shops I went to hadn't even heard of It and It's been on terrestrial Tele twice - once a week late- the reward Is well worth the effort."
