Movie,Review
Wolf (1994),"WOLF is worthwhile just to watch JACK NICHOLSON have fun with the character of a man who has been bitten by a wolf and begins taking on the abilities (and some additional hair) of the keenly aware animal. He shows with a flair of his nostrils that he's assuming a new self awareness and sense of smell that comes with developing animal traits. That takes up about the first half of the movie.

It's when the plot goes into overdrive that we get into trouble. We witness him outsmarting a phony co-worker (JAMES SPADER, who seems to specialize in being nasty), and watch how he manipulates his boss (CHRISTOPHER PLUMMER) with his new skills.

It's a fascinating idea but doesn't get full development in the screenplay once the wolf has made its mark on Nicholson. Instead it becomes increasingly apparent that the writers were running low on ideas and the story was getting just a little too preposterous for comfort.

Still, if you're a JACK NICHOLSON fan, you owe it to yourself to see this one. MICHELLE PFEIFFER makes good eye candy but not much else can be said about her acting skills here."
Wyatt Earp (1994),"Nicholas Earp (Gene Hackman) is the patriarch of the family. To him, only blood matters and everybody else is just a stranger. The family including Wyatt Earp (Kevin Costner) goes out west after the end of the civil war. Years later, he goes back to Missouri and marries Urilla Sutherland (Annabeth Gish). When she dies, he is depressed and aimlessly roams the country. Eventually it culminates into the legendary gunfight at the OK Corral with Doc Holliday (Dennis Quaid).

Kevin Costner is fine as a younger Wyatt still searching for a direction. He's not so great as the drunken mess. Later he's OK as the lawman. He has the righteousness but not necessarily the gravitas. It's asking a lot to play this wide range for anybody.

The biggest problem is the general long winding life story. This is long, epic, and very long. It's like a biopic from a historian. It is too rambling and unfocused. Director Lawrence Kasdan does a good job filming the movie but this long biopic will always have problems. It's too rambling to create much tension or pick up any pacing. It's just overly ambitious."
Another Stakeout (1993),"The first time I saw Another Stakeout was on opening night back in 1993. I had just gone through a nasty divorce and was living out of my Saturn. And I was floored by this movie. As the final credits rolled I applauded so loudly and hard that I bruised the bone in my left palm and several movie goers murmured ""He must be drunk..."" I finally stood up and yelled ""You're drunk and stupid if you didn't get this masterpiece."" I didn't leave the theater and sat there through three more consecutive showings. And I haven't looked back ever since.

And with the exception of the one time I had a stroke while watching Another Stakeout and wasn't discovered for two days while I stared at a paused image of Dreyfuss and Estevez, I have enjoyed all 428 times I have seen this movie.

This film isn't just funny, action packed and filled with characters we can relate to, it's a world we find ourselves wishing we could live in rather than the dark and nasty one we currently reside in. And though we quote the movie and dress up as characters from it every Halloween the sad truth is that the world doesn't work like Another Stakeout. When you watch someone through a window of their home you don't end up falling in love and there isn't a buddy next to you to crack wise with. The police show up and people yell and cry...

Ordinarily I say ""to each his own"" when it comes to opinions about movies, but if you don't like AS 2 then you're not worth a cup of feces with a cigarette butt in it."
Blown Away (1994),"This is one of the few films that so alienated me when saw it that I whispered to my wife ""this movie isn't doing it for me"" less than a quarter of the way in, a sentiment with which she concurred. The film is in trouble from the opening shot, in which the camera pans over a rocky, wave-swept shore before settling over a moonlit prison which is obviously a model. ""Inside"" the ""prison"" is a far- from-model prisoner, Ryan Gaerity. Played by a long-haired, Gaelic-speaking (both for this scene only) Tommy Lee Jones, he fatally stabs his cellmate, then combines chemicals he's hidden in various places, including inside himself (yuck), and using the cell's filthy toilet (more ""yuck"") as a casing , he sets of an explosion that blasts a large hole in the stone wall (rather than doing something sensible like destroying the much more fragile toilet). Having gotten out of the cell block in about the most conspicuous way imaginable, the movie asks the audience to believe he then gets away scot-free.

The action then shifts to Boston, where crack bomb squad member Jimmy Dove (Jeff Bridges) is on a tough assignment. A young woman's estranged boyfriend has rigged her computer with explosives which will detonate if she stops typing or the computer's drive runs out of space, then shot himself (making this murder/suicide the only one ever in which the suicide part is done first). The rest of the bomb squad brings in a robot to take over the typing, but when the robot malfunctions, Jimmy shoos everyone else and the robot out of the room and puts the poor woman back behind the keyboard; one of the cops could have done this, but you gotta have a damsel in distress (groan). As Jimmy gets to work on the computer/bomb, the sight of the shot-dead man on the floor causes him to have a vivid flashback of an injured woman lying on the ground and calling ""Liam"", to let the audience know ""Jimmy"" has a secret. The flashback trigger is bizarre, since other than the horizontal position of the person, nothing else is the same. Plus, the flashback is in black and white; is Jimmy/Liam color blind? Wouldn't that be a serious handicap in his line of work?

The film continues in this illogical vein, with the shared past of the two main characters revealed, lots of bombs, some explosions, convoluted twists and turns, weird photography, cliches, shifting characters, bad writing, and overacting. In a film about bombs, the film itself was the biggest bomb of all. The film ""Speed"", released around the same time (keeping with that odd 1990's pattern of two movies with the same subject matter being released close together) had plenty of flaws, but worked a whole lot better than this film. A case study in bad cinema."
Body Snatchers (1993),"Another version of the 1958 classic, which was previously updated in 1978.

This time the story is set on a military base where Steve Malone moves in with his family. His job to look for toxins that might be at high levels in the grounds of the base, but soon strange things begin to happen and certain people ""aren't themselves anymore."" People who have seen the previous two versions know exactly what this means. However, whether you know or not the film manages to be an eerie thriller in parts. There is a change in perspective from the previous two versions as the focus here is more on the family, but it still remains in subtle ways as a parable. But it is that family aspect that gives this version its push. The examination of trust and mistrust within the family unsentimental and compelling. Carol's monologue to her husband Steve in a key moment will literally make you grow goosebumps. And the end, which will be familiar to those of you who've seen the previous version, has it's own spin and take on the situation and what led up to it. The way hope and despair are mixed and shown makes the ending worth seeing, but unexpectedly abrupt. Though, abrupt in this case means ""chilling."" That makes it not quite the first which ended in despair. Different from the second which was chilling, but final moment was that of terror. Here it is... just chilling.

Then the special effects are pretty good too with the pods getting just enough screen time to keep you thinking about what they are, but also enough to send shudders down your spine. --- 7/10

Not Rated, contains violence and horror. Ages 13+."
Boxing Helena (1993),"Dr. Nick (""Hi Everybody!"") Cavanaugh (Julian Sands) is obsessed with the sexy but incredibly unlikable Helena (Sheryl Fenn) who he once had an affair with. When she pretty much rejects the guy, she ends up being hit by a truck. Does this deter him? No! It just means that he'll amputate her and keep her for himself.

Directed by David Lynch's daughter Jennifer, ""Boxing Helena"" is a movie that at first sounds like a perverse, strange little movie. Instead, it ends up being more of a mix of a pretentious art house movie and a dull 90's soft-core flick (complete with Enigma's song ""Sadeness"" playing during a sex scene.) Worst yet, the whole thing is a mess. The acting is atrocious, with Sands playing an unlikable, uninteresting, unsympathetic and spineless man, while Fenn plays a character so bitchy that you wonder why any man would want to be with her. Even Bill Paxton (someone I normally like) is unable to lift this up any, as he is also terrible (though that's more due to the terrible script.) At least his hair is outrageously bad, though it's no match for the one Art Garfunkle (yes, THAT Art Garfunkle) has. Add a terrible ending and obvious symbolism (a bird in a cage, how clever!) to the mix, and you get a terrible movie.

Little fact: While more is known about Kim Bassinger and the movie, what is less talked about is that Madonna was also offered to play Helena, but turned it down. When the star of ""Swept Away"", ""The Next Best Thing"" and ""Shanghai Surprise"" turns the movie down, you know you have a dud."
City Slickers II: The Legend of Curly's Gold (1994),"Is this movie Oscar worthy? No. Is it fun to watch when you've got some time to kill? Yes. City Slickers II might not have the impact and lasting impression the first one has but it's still great in its own right. It's a bit cheesier than the first but there are some genuine laughs to be had.

If you're a fan of the first one you should definitely watch this one and see if you like it. Apparently some people hated it , but I think a lot of that comes from a persons expectations going into this. The first movie was touching and had some great life pointers. This one is something to watch for a good time and to see (most) of the characters you love from the first again. Only true negative I could throw out there is Bruno Kirby not returning for whatever reason. Jon Lovits is a funny addition to the team though.

Give it a shot!"
Cliffhanger (1993),"Cliffhanger is one of the best action thrillers ever made. It stars Sylvester Stallone, John Lithgow, Michael Rooker, and Janine Turner. Excellent acting and outstanding special effects really bring out the excellence in this film. Intensity and sheer terror really bring out the thrills in this film.

Sylvester Stallone is the perfect action-rescuer guy, John Lithgow is the perfect bad guy that uses guns, fiery explosives, and extreme violence to win the thing he desperately craves. I'M NOT GIVING ANYTHING AWAY! I strongly recommend that NOBODY under the age of 14 see this film. It's violence level is on the heavy scale and the language is on the extreme scale and it's terror is on the terrifying scale. There is a lot of blood and gunshots in this movie. There was a lot of 'F' words and 'motherf***er' works too. And the terror...terrifying.

This movie has non-stop action from it's frightening beginning to it's explosive conclusion. It's conclusion is explosive, but very short and very mediocre. Well, I mean the ending is literally explosive, if you know what I mean. The director could have done more with the ending. But otherwise, this movie is filled with violence and terror and fiery explosives that makes this one of the best action-adventure-thrillers ever made.

Spectacular, intense, strong, pulse-pounding, heart-stomping, throat-tightening, great, awesome, sweet, incredulous, super, brilliant, and very violent!

Violence/Gore: 10/10, Sex/Nudity: 1/10, Profanity: 9/10, Drugs/Alcohol: 2/10

Original MPAA rating: R: Violence and Language

My MPAA rating: R: Brutal Violence, Strong Language, and A Scene of Sheer Terror

My Canadian Rating: 18A: Extreme Violence, Frightening Scenes, Coarse Language"
Coneheads (1993),"Coneheads is one of the best ""Saturday Night Live"" movies. I was expecting a light comedy but what I got was a whole lot more. Following a similar plot to the skit, Coneheads is the story about the Beldar Conehead family who crash on earth during a scouting mission for planet conquest. While here, they dodge the INS, have a child and discover that life on Earth is quite good.

This is where the movie shows its heart. It could have been a movie of comedy bits but by the end, it is about happiness in a stable family, which is quite refreshing in these days of depressing movies about divorces and unmarried couples. It is nice to see Beldar be a father figure to his daughter rather than the ""Let Your Kids Be Who They Are"" mentality of these days. The direction of the film in excellent, setting up many nice visual gags and shots that are very impressive for a comedy film. And at times, the film feels ""epic"" as you see the family on the run from the INS, to moving to the suburbs to returning to their planet.

There are great performances throughout the film and the many cameos are perfect. Look for funny scenes from Jan Hooks, Adam Sandler, Michael Richards, and Garrett Morris. Michelle Burke makes a nice debut as Connie Conehead and I expect to see more of her in the future.

On the surface, this seems like a dumb movie and it has received many poor reviews. But if you sit back and let it take you on an adventure (and if you can keep up with the way the Coneheads use different words for common items) you will be pleasantly surprised."
Demolition Man (1993),"""Somebody put me back in the fridge"". When John Spartan (Sylvester Stallone) utters that line about half way through this film, it really symbolizes (unfortunately) the kind of tone ""Demolition Man"" takes.

For a brief plot synopsis, ""Demolition Man"" begins in Los Angeles circa 1996, where policeman John Spartan is trying to corral wacko criminal Simon Phoenix (Wesley Snipes). Long story short, they both end up incarcerated and flash-frozen in hopes of psychological parole 40 years into the future. When that time comes, Phoenix escapes and begins to wreak havoc on a benevolent civilization that is now not capable of handling such violence. Thus, Spartan is taken ""out of the fridge"" to try and stop Phoenix by all means necessary.

Now, here is the problem with this film: Imagine the plot of a great science fiction tale (like, say, Minority Report) done in a tone like the 1960s Batman television show...pure ""camp"". At its core, this movie isn't all that bad at all, featuring a very intriguing plot, interesting characters, plenty of action, and some legitimately funny comedy. Unfortunately, the entire film was played for purely ""camp"", thus leading to groan-inducing one-liners, characters that start off interesting and quickly turn one-dimensional, and a plot that kind of meanders around without ever really delving into the interesting issues (what cryostasis is like, how the future became what it is like, morality, etc.).

Don't get me wrong...this is a fun little movie to watch. But, once again, to use the Batman analogy, who is considered the ""real"" Joker: the puffed-out Caesar Romero of TV fame, or the dark, gritty Heath Ledger of Christopher Nolan's silver screen adaptation? I thought so. Had ""Demolition Man"" taken itself a bit more seriously, it could have risen that critical notch from novelty ""eh"" to ""hey, that was a good film""."
"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","Despite the fact that it's about almost nothing relevant to the average movie-goer, THE ENGLISHMAN WHO WENT UP A HILL BUT CAME DOWN A MOUNTAIN manages to be a charming diversion but ultimately, it's as innocuous as its title.

Drawbacks aside, it does offer some hauntingly beautiful color cinematography of Welsh landscapes, day and night, blazing with beauty, some quaint village shots of pubs and lodgings that look invitingly cosy, and some sketchy characterizations that do little more than pad out a rather tedious little tale.

HUGH GRANT does another one of his befuddled, amused, eyebrow lifting characterizations, complete with stutter and smile and pause between words, a role he seemed destined to repeat again and again. But he fits the role and the story--which takes place in 1917 Wales.

The jaunty musical score compensates for some slow moments but all the actors do a competent job of keeping things on a realistic level. There are no big names in the cast aside from Grant, but they all make their mark while he gets most of the footage for a rather awkward romance with a local girl who spends the night on the mountain with him.

Summing up: Not much in the way of a plot, but it manages to be appealing and extremely well photographed."
Kalifornia (1993),"Pay attention to this one, it's got a lot to say. It's film noir and social criticism mixed in one. In fact, this film was probably the (unacknowledged) inspiration for the entire 'X-Files' series (which I hate), and there are a hell of a lot of similarities between them. The spooky, dark atmosphere of dread is very much the same though much more effective here. Duchovney's character--a liberal writer--does everything he can to accomodate and relate to the Pitt character (Early) and still ends up in deep trouble. The characters are all realistic and almost everything that happens is believable (as opposed to 'Blood Simple' where to achieve a few sick laughs you're asked to suspend disbelief). Pitt's performance is effective on its face as well as hilariously camp simply because of the huge star he has become since (his tongue-in-the-nudie-picture scene in the unrated version is funnier than hell). But all that's okay, for the film as a whole works on many levels and can withstand more than a few unintentional laughs to go with the intentional ones. The most touching scene is the final one, when the tape recording of Adele confessing her loneliness and deep need to be accepted humanizes her tragically and emphasizes the contrast between her (who never really had a chance) and these two yuppies (Duchovney and Forbes) who shared a portion of her tragic journey. Even after a first hand experience of true evil has tempered his liberalism and made him kill to save his life, he will have to hold on to a large portion of his original theory simply because of the overwhelming pathos generated by that final tape message."
"Piano, The (1993)","Jane Campion is a director of quiet unease. I was not a big admirer of her ""Angel At My Table"", which had enormous possibilities but was suffocated under the filmmaker's penchant for what I refer to as 'ugly beauty'. Even the beautiful passages in this film are undermined by either something ghastly, something about to become ghastly, or something borne from ghastliness. A New Zealand woman in the 1800s becomes a mail-order bride for an uninterested working man; she's a self-elected mute and communicates through her wizened little daughter (Oscar-winner Anna Pacquin, a bit over-the-top) and through her passion for playing the piano, which becomes a point of contention in her marriage. Engrossing human drama with a torrid undercurrent of sexuality and violence. Many people I've talked to about this film could not get with it, but perhaps that's the fault of watching movies at home. In the theater, this was a slightly-dazed, rapturous and enveloping brew that held me spellbound until the lights went up. Movies like this don't hold the same spell when butchered up by ads for the CBS comedies. Holly Hunter, Sam Neill and, most especially, Harvey Keitel all do terrific work. Hunter deservedly won a Best Actress Oscar. ***1/2 from ****"
Romeo Is Bleeding (1993),"A dark thriller with a hopelessness at its core that eats away at you the same way it does with Oldman. At one point his character says ""All I could think about was feed the hole, feed the hole..."" That hole represents his own private Hell, one that he created and he is perpetuating - but as long as things are going smoothly, if badly, things are OK.

One great, great scene is where Oldman casually sets his gun down on the kitchen table and Sciorra - sadly, in too small a role - picks it up and points it at him. The look on his face is priceless.

This movie has the same ethos as ""Bad Lieutenant"", but doesn't have that movie's crushing, personally wretched banality. It's also not quite as shocking or intense. Instead, it uses its main character's arrogance and sadistic tendencies as ""fatal flaws"" which ultimately help to bring down an otherwise quasi-noble guy.

I liked this movie up to a point, but sometimes it feels like I'm being manipulated - shown something shocking just for the sake of it being shocking. Like the scene with Olin and Oldman in the car that is excerpted at the beginning. A lot of that is just unnecessary. It's supposed to help set the tone, but by this time the tone has already been set - these are both desperate characters with a lot to lose and little to gain."
"Secret Garden, The (1993)","You've think a movie starring mostly pre-teens as the main cast members would be a happy-go lucky story of fairies and good and evil and yadda yadda yadda...I'll say it now, the Secret Garden isn't your average kid's storybook fairytale.

The movie, considering what you would take to be it's target audience (pre-teens), is pretty dark. Colin is dying, his mother died, Mary's parents die...yeah. For what it is, it's great. The acting is superb, the plot is engaging, and the Secret Gardner itself is astounding. The movie is full of secrets, and characters with secrets. Pretty much all the main characters have had some sort of tragedy in their lives.

It's one of those movies that you want to watch again. It's not exceptionally funny, although there are dashes of humor. Not that romance, but there is some. And no violence at all, save for maybe a few scenes. So overall...the target audience will enjoy it, and older members will enjoy it too. Odds are that anyone over age 10 will find this movie very likable."
Son in Law (1993),"This movie is one of the worse movies of all time. I'm kind of upset this movie isn't on the bottom 100; it deserves a spot at least number 60 or 70 on that list. This isn't just a film I think is bad in a campy-fun sort of MST3K way; it's just bad. This is one of the few films that I really, really HATE. Freddy Got Fingered is in the same category of bad.

So the story in this one goes that the daughter (Gugino) goes to California to go to school and comes back with Crawl (Shore) and he tries to learn to be a farmer. Then the boyfriend tries to set Shore up so that the girl will leave Crawl and go back to him. It ends and what's left of the audience can leave.

The main purpose of this movie is for Pauly Shore to mug for the camera and try to be funny; but I'd say about 100% of the time he fails at that. Their horrible inaccurate and out of date view of farms and farming is offensive and there's nothing in this movie worth seeing. If you think of seeing it: don't. The one time I saw the movie it felt like I was watching it for 5 or 6 hours. If you've already seen it; you have my sympathy."
Beauty and the Beast (1991),"This is the most amazing movie i have ever seen. Everything about it is magnificent. The music goes perfect with the scenes and mood of the film, and the characters have personalities that go with the flow of the movie. Every event leads to another one and keeps you watching. I cant even describe the overall feeling after you watch it. It will make you feel every emotion there is. There are parts where you will be angry at the movie, but another when u are happy and over joyed and yet, sad and crying your eyes out.

The old story of a young girl finding the true beauty within from a beast is captured very well. It can be told anyway but Disney really makes it the best. The animation is still beautiful even now when they have higher technology. Overall even know it is still my favorite movie and i do watch it every time i get a chance. I am practically obsessed it is so good. I do have other favorites like the little mermaid and Tarzan and the lion king but nothing can compare to this.

Every time i see it i am taken away into it until the end. I always wish that this story could somehow come true and i could be there. It makes you dream and wish and hope. The strong scenes for me are: -when the prince is just transformed into the beast and with the rose as the camera zooms away from the castle. -after Gaston proposes to belle and she runs out of the house asking for a more ""provincial life"" and lays in the grass -the library scene -and definitely the ballroom scene just fills me with joy and tears at the same time -and lastly when the beast is dying and belle mutters that she loves him

What really makes it the best is the voices too. Just listening to hte music without the movie can make you feel the same way.

i am a real Disney lover but i would highly recommend this one above all others."
"Wild Bunch, The (1969)","I got this movie on DVD at the suggestion of my brother. I admit to knowing nothing about it's director and a complete lack of familiarity with most of it's actors or the mythology behind it's production (I was born years after it was made). I can, however, safely say this: this is one of the greatest movies ever made. Every aspect of the film is flawless, from the acting to the cinematography to the script.

This is also the most truly macho of all macho movies. It's not cartoonish machismo, rather it's the kind of machismo you see in drywall hangers: no-nonsense comments like ""We're after men"" and ""Let's go"" predominate, the men don't swagger around and violence is approached (fairly) honestly. The reserved dialogue and physicality reminds me of ""Seven Samaurai"" (to which this film owes a great deal). To me, that is the highest praise that I can give a movie.

The photography is amazing: the desert looks sweltering and parched, the close-ups of actor's faces outdoes Sergio Leone and the action is probably the best ever filmed. Scorcese and Tarantino obviously owe a lot to Peckinpaw. The scene during the opening credits of ""Reservoir Dogs"" is a direct lift from this movie, just to cite one of countless examples.

The acting is on par with the direction. Robert Ryan steals the show and, c'mon, who doesn't love Ernest?

Some would poo-poo the films treatment of women, and I am not going to get involved in that debate. Just go see it because, like the best movies, it immerses you in a time and place. Smell the sage!"
Hellraiser: Bloodline (1996),"I enjoy the original 2 Hellraiser movies a lot, and Hell on Earth is somewhat of a guilty pleasure despite being a serious decline in quality.

But Bloodline is just a total muddled, disjointed mess due to extreme studio interference that has virtually nothing going for it.

Due to the availability of leaked workprints, we now have a fairly good rough cut of what the film was supposed to be like, using workprints and original footage.

It's much longer, and is 100% more cohesive and narratively makes a lot more sense, and features some super cool practical effects, and differences in some existing key scenes, that were abandoned.

It seems the studio thought horror fans are braindead and care nothing about plot or structure as long as there's plenty of gore.

The end result is just that - a dismal film that offers absolutely nothing apart from some OK effects, but even then it's nothing as good as in Hellraiser or Hellraiser 2.

It's especially infuriating when we know there was a far, far superior version of the film that existed before the studio cut it to ribbons."
Primal Fear (1996),"Following the death of an Archbishop, Aaron (Ed Norton) is seen running from the scene covered in blood. The police arrest him and presume that he's guilty. In the blue corner, we have defence lawyer Martin Vail (Richard Gere) who doesn't believe that Aaron is guilty and therefore he decides to represent him - he does this free of charge knowing that Aaron doesn't have the means to be able to pay him. In the red corner, we have prosecution lawyer Janet Venable (Laura Linney) who is a former colleague and former lover of Martin Vail. Both Vail and Venable set about in their defence and prosecution against Aaron, but who will end up prevailing?

This really was a film of two halves; I thought the first half of this film was fairly generic, someone is killed, they catch the person who they think has done it, that person protests their innocence. It's familiar territory and it had me thinking that it was just going to be a fairly standard legal thriller which wouldn't have been a bad thing, but merely would have just made it an 'average film'. It is in the second half of this film when things really pick up when certain 'discoveries' are made. The second half of the film is much more interesting, exciting, and engaging and when Vail makes this 'discovery' about his client it becomes both a blessing and a curse for Vali in the context of defending Aaron. The second half of the film focuses more on the courtroom battle and like A Few Good Men, Philadelphia, and The Lincoln Lawyer the court room scenes are well executed and fairly engaging.

Then we come to the acting and first we must start with Ed Norton; I couldn't believe that this was his debut motion picture - his performance was absolutely incredible. He's always been good in what's he's been in since, but I actually think his debut performance is one of his strongest. Gere was fairly good in a sort of sleazy and charming type way which is fairly standard for him. Linney also put in a good performance.

There were some minor problems with this film such as Vail's desire to represent Aaron (which is never really explained). I also could have done without some of the soppy moments between Vail and Venable which were cringe worthy and a bit pointless. Having said that, it's still worth watching and whilst it isn't the best legal thriller I've seen, it's still well above average."
Heavy (1995),"In southeast New York, near the border of Pennsylvania, a shy tavern cook (Pruitt Taylor Vince) is concerned about his weight after finding himself attracted to the new server, a drop-out college student (Liv Tyler). The other worker, an aging blonde (Deborah Harry), naturally feels threatened by her. Shelley Winters plays the matriarch and Joe Grifasi a drunk that hangs out at the pub.

""Heavy"" (1995) has been called the ""Marty"" of the '90s. I've never seen that one, but it stars Ernest Borgnine in a role similar to the protagonist here. While this is a character study of Victor, it also evaluates Del (Harry, aka Blondie); and the others to a lesser extent.

Del is closing in on 50 years-old, but was surely stunning back in the day. She's left to making a living at a small-time tavern with romantic options limited to a garrulous alcoholic and a quiet mama's boy.

Obviously, this is not a flick for people who require an explosion every ten minutes to keep their attention (not that there's anything wrong with that, lol). It's a mundane drama about regular people and the social dynamics thereof - their (boring) daily lives, hopes, fears, regrets, grievances and lamentations. In part, it's about people who have been caged so long they no longer know how to be free. It's similar in tone to other 90's dramas like ""Sling Blade,"" which came out the next year, and ""Limbo"" (1999). While it lacks the survival element of the latter, does it really?

The frontman of The Pixies was approached to play the part of Victor, but he declined, saying he wasn't interested in playing such a character. Regardless, he would've fit the role.

The movie runs 1 hour, 44 minutes, and was shot in southeast New York at Barryville (Victor's house); five miles northeast of there in Highland Lake (the tavern); across the border of Barryville in Shohola, Pennsylvania (the bridge); and 80 miles northeast of that area in Hyde Park, NY, on the Huson River (Culinary Institute).

GRADE: B."
"Fan, The (1996)","Although The Fan has a baseball setting with the late Candlestick Park in San Francisco, it's not a baseball story. It's the dual story of a fan obsessed with baseball and his favorite player and that same player and his performance anxiety living up to the huge amount of money the Giants are paying him.

The title role is played by Robert DeNiro and a lot of his character is taken from what Michael Douglas had earlier did in Falling Down. DeNiro is the son of the founder of the company he works for, but dad having passed away long ago, the company is in different hands. DeNiro is not cutting it as a salesman of hunting knives (no pun intended) and he's having problems with his former wife Patty D'Arbanville-Quinn over visitation with his son.

At the same time multi-million dollar acquisition Wesley Snipes is having problems living up to the hype and he's looking like a big old bust. Especially next to new Giant sensation Benicio DelToro who is carrying the team with what looks like a Most Valuable Player season. Snipes is only doing well on one front, his relationship with his young son.

As his life falls apart DeNiro starts fixating on his favorite player and what he can do to help motivate him. After that this film gets truly bizarre.

But DeNiro who probably has more disturbed characters under his creative belt than any other actor around today keeps it all real. He's matched by Wesley Snipes who plays a Barry Bonds like superstar who gets a good life lesson by the end of the film.

In fact Snipes realizes it before the film ends. As he quite realistically says, it's just a game, it's not like we're out there discovering a cure for cancer. The problem is that there are too many out there, fans like DeNiro in sports and in show business who get way too caught up in it.

Look also for nice performances by Ellen Barkin who has a sports phone-in show and John Leguizamo as Snipes's agent and the wisest guy he has around him."
"Hunchback of Notre Dame, The (1996)","It is one of the most spread messages that parents and teachers send to kids: beauty is only skin deep... And so is ugliness.

Disney already used this phrase only 5 years before making ""The Hunchback of Notre Dame"". It was in ""Beauty and the Beast"", which was an adaptation of an old French tale. Coincidentally, the directors (Gary Trousdale and Kirk Wise) are the same for both movies.

Here, Disney creators stay within the same culture, but they use a more mature and serious title instead: Victor Hugo's ""Notre Dame de Paris"". And that's where the danger was. How can you take a very serious, mature and dark story and make it suitable for young children? We can say, once we see the final product, that is a success, but it is far from being a masterpiece like ""Beauty"".

Some very serious themes remain from the original story. The characters (at least those who are portrayed on screen) are the same and they're very well pictured. Quasimodo, who is one of the best animated interpretations of physical ugliness since a very long time, never sends a doubt that he is one of the most gentle men of Paris. Gypsy dancer Esmeralda reveals her hot beauty without sinking into the too-sexy or the scandalous. Courageous captain Phoebus is nice too, as he shows himself as somebody who do the right thing instead of instinctively obeying to the orders.

Evidently, gypsy-hating judge Claude Frollo is here too, but as a much darker and creepier role than portrayed in the book. There isn't a single moment in the movie where Frollo isn't accompanied by darkness, rain, fire, or any other element which portrays evil. Sometimes, he is simply too much dark and terrifying to be cast in what is supposed to be a children's/family movie. In a sense, he recalls me Judge Doom in ""Who Framed Roger Rabbit"".

Such a movie wouldn't have been released by Disney if there weren't any comic stuff inserted. This time, the mood enhancers are the three gargoyles who accompany Quasimodo in his bell-tower. They mostly succeed in their laugh delivering mission, but they often say ridiculous lines, such as ""You're human, with the flesh, and the hair, and the navel lint."" and act in ridiculous situations, such as a poker game which is an excuse for a freewheeling love song.

Talking about the songs, they're not astonishing. They're often located in the wrong moments and the soundtrack won't get any Billboard hit. It's a serious downfall after the success of songs belonging to previous movies. In ""Little Mermaid"", there's ""Under the Sea"". In ""Beauty and the Beast"", there's ""Be my Guest"". In ""Aladdin"", there's ""A Whole New World"". In ""The Lion King"", there are ""Circle of Life"" and ""Can You Feel the Love Tonight"" (thanks Elton). In ""Pocahontas"", there's ""Colours of the Winds"". In ""The Hunchback"", there is... That's the point: there's nothing.

Animation is good, but not everywhere. The city of Paris lacks of a magic touch, but Notre Dame is superb. The basilica is drawn on a monumental scale and becomes a divine entity, with the help of some quotes, particularly from Phoebus' part. The Gothic architecture and the windows are a feast for the eyes. Fire effects are also remarkable.

""The Hunchback of the Notre Dame"" is not a disaster, but it's a sign that Disney has jumped the shark. That's what happens when you run out of fairy tales or children's books in order to get a storyline. But the message is here and children should have lessons to learn here."
