movie_id,title,release_date,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,genres,Review
308,FairyTale: A True Story (1997),01-Jan-1997,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Drama', 'Fantasy']",
309,Deceiver (1997),01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Crime'],
310,"Rainmaker, The (1997)",01-Jan-1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama'],
311,"Wings of the Dove, The (1997)",01-Jan-1997,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"['Drama', 'Romance', 'Thriller']",
312,Midnight in the Garden of Good and Evil (1997),01-Jan-1997,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Crime', 'Drama', 'Mystery']",
313,Titanic (1997),01-Jan-1997,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Action', 'Drama', 'Romance']",
314,3 Ninjas: High Noon At Mega Mountain (1998),01-Jan-1997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', ""Children's""]",
315,Apt Pupil (1998),23-Oct-1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']",
316,As Good As It Gets (1997),23-Dec-1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']",
317,In the Name of the Father (1993),01-Jan-1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama'],
318,Schindler's List (1993),01-Jan-1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Drama', 'War']",
319,Everyone Says I Love You (1996),06-Dec-1996,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"['Comedy', 'Musical', 'Romance']",
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),06-Dec-1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary'],
321,Mother (1996),25-Dec-1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy'],
322,Murder at 1600 (1997),18-Apr-1997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"['Mystery', 'Thriller']",
323,Dante's Peak (1997),07-Feb-1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']",
324,Lost Highway (1997),21-Feb-1997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['Mystery'],
325,Crash (1996),21-Mar-1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']",
326,G.I. Jane (1997),01-Jan-1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Action', 'Drama', 'War']",
327,Cop Land (1997),01-Jan-1997,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,"['Crime', 'Drama', 'Mystery']",
328,Conspiracy Theory (1997),08-Aug-1997,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"['Action', 'Mystery', 'Romance', 'Thriller']",
329,Desperate Measures (1998),30-Jan-1998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Drama', 'Thriller']",
330,187 (1997),01-Jan-1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama'],
331,"Edge, The (1997)",26-Sep-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Adventure', 'Thriller']",
332,Kiss the Girls (1997),01-Jan-1997,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Drama', 'Thriller']",
333,"Game, The (1997)",01-Jan-1997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"['Mystery', 'Thriller']",
334,U Turn (1997),01-Jan-1997,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"['Action', 'Crime', 'Mystery']",
335,How to Be a Player (1997),01-Jan-1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy'],
336,Playing God (1997),01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Thriller']",
337,"House of Yes, The (1997)",01-Jan-1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Comedy', 'Drama', 'Thriller']",
338,Bean (1997),01-Jan-1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy'],
339,Mad City (1997),01-Jan-1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama']"," Quite a good film, the initial situation grabs your interest and you kinda wonder throughout the film how it's going to end.

You understand where Travolta is coming from, and the whole debacle really intensifies after what is really an accident...he's trying to get his old boss (who had to pay him off) to listen to him, and while waving his shotgun about (only to emphasis his point), he acccidentaly shoots the remaining guard in the chest!

I don't really care for Hoffman and actually frowned on his flirting with his young assistant, nothing sinister - I just don't think he's attractive enough to carry it off - sorry.

Good film though, and a reasonably unexpected ending......

Above average 6 out of 10."
340,Boogie Nights (1997),01-Jan-1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']," The three names that mean the most to this film are Burt Reynolds, Mark Wahlberg, and Julianne Moore. These three deliver the strongest performances, but the entire cast does a wonderful job. The film although about the porn industry does not let itself get out of hand with it's own sexual premise. On the other hand there were many scenes that involved drug use and although important to understanding the characters lifestyle, I think there was some overkill in this department. Paul Thomas Anderson has not done a great deal of directing, but he may have been picked for this film based on his 1988 work ""The Dirk Diggler Story."" One thing that was brilliantly portrayed is the family like atmosphere between the characters as they work, live, and party together. Although not a typical family they certainly seem to care for each other. The wonderful soundtrack really helps give you a feel for the period during a time when disco was the rage. There are many disco favorites on it and some other wonderful songs as well.

The story is about a gifted young man named Eddie Adams (Wahlberg) that gets invited into the porn industry. He changes his name to Dirk Diggler and becomes and adult film star almost overnight. Jack Horner (Reynolds) is the director that takes his films very seriously as he believes his work is more than just pornography, but that they are true art. However Dirk becomes overly dependent on drugs and soon heads down a dangerous road where he stands to loose everything. Although a greater focus is placed on the character Dirk there are subplots for the other characters and their trials in life. You will find yourself wishing for and hoping their situations improve. All-in-all a well done film."
341,Critical Care (1997),01-Jan-1997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']," Sidney Lumet shows why he is a unique voice in the American cinema with his take on the state of medicine in this country. Mr. Lumet, working on the screen play by Steven Schwartz, based on Richard Dooling's excellent book, presents us a story about what's wrong with our health care system. His acerbic take on the way some physicians conduct themselves goes underneath the surface as he explores what happens when there's a complication as a young doctor is drawn into a family drama that involves the hospital where he is an intern.

If you haven't seen the film, maybe you would like to stop reading.

We are taken to an new intensive care unit of a big hospital. Everything is so impersonal that one doesn't get any feeling of warmth in the way the people are seen in their beds, as they are being treated from different ailments. Young doctor Ernst is an intern assigned to that area. He shows signs of fatigue because of his long hours on duty.

Our attention is directed to the patient on Bed 5, an older man who is comatose. His younger daughter, dressed to the nines, comes to pay a visit that seems more of an excuse to flirt with the doctor, rather than her concern about the state of her own father who doesn't show any signs of life. Dr. Ernst is dazzled by the beautiful Felicia. When he asks her to go to dinner, she accepts all too readily.

At the same time we are introduced to the head nurse of that area, Stella, a woman who has seen suffering and death frequently. She goes to assist Bed 2, a young black man who has a kidney problem. All this patient wants is to die. Who can blame him? His parents, on the other hand, have a different idea. This man is visited by a sinister figure who stands, as a devil figure. Stella wants to help, but she her hands are tied.

Young Dr. Ernst has his own troubles. He works for a doctor that keeps paging him, but when he goes to his office, the man, doesn't even remember calling him. This man is suffering from a loss of memory caused by his heavy drinking. Dr. Butz is the worst nightmare as the head of the department. All he cares is about if the patient has an insurance policy that will pay whatever he, and the hospital will demand. Bed 5, alone, has been billed for more than a hundred thousand dollars!

Dr. Werner Ernst in a moment of carelessness falls for Felicia's charms. Little does he knows that she is using him for her own greedy purposes. Felicia, and her sister Connie, are battling because of the clause in their Bed 5 father's will. A lot of money is at stake; each woman is fighting for it in their own dirty way. Dr. Ernst has an epiphany when the nun-like figure comes into Bed 5's room and confronts the doctor with some facts that resonate in the young doctor.

Finally, everything comes to a head as the two sisters bring law suits against the hospital. This is when the legal system comes into play. We see the ugly faces of all the different factions. In a great confrontation at the end of the film, we see all different lawyers and doctors as they prepare to fight. Dr. Ernst, in a daring moment gets the warring parties together.

James Spader, as Dr. Ernst, is nothing short of perfection. His take on this young intern, in the middle of the mess that has been created around him, is amazing. Helen Mirren, as Stella, the kind nurse makes another invaluable contribution to the film. Kyra Sedgwick, is Felicia, the pretty young daughter who doesn't care about the dying father. Margot Martindale plays Connie, the other sister. Jeffrey Wright is the patient Bed 2 in a great performance. The surprise of the film though, is Albert Brooks, whose Dr. Butz is one of the best characters of his career. The rest of the cast is first rate.

Sidney Lumet is to the congratulated for tackling this thorny issue about what's wrong in the country in the fields of medicine, law, and insurance."
342,"Man Who Knew Too Little, The (1997)",01-Jan-1997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Mystery']",
343,Alien: Resurrection (1997),01-Jan-1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"['Action', 'Horror', 'Sci-Fi']"," Alien Resurrection was released about six months after I graduated from high school, and at the time I wasn't very familiar with the series. I took my first film class about six months later, at which point I learned to really appreciate the great films and filmmakers, and one of the first things I learned was that the first three Alien films are spectacular achievements of science fiction cinema and the third sequel is a sad, ridiculous mess. This happens all too often with sequels and yes, part four is not yet another amazingly impressive Alien film, but come on, it's not THAT bad.

I watched it last night for the first time in almost ten years, and was surprised at how much I enjoyed it. It's strange that I liked it so much, because it shows all the signs of a botched, modernized sequel of a series that should have been left alone long ago. The characters, most of all, are almost all goofy caricatures with preposterous dialogue and routine motivations, and some just don't belong at all. Personally I am a pretty big fan of Winona Ryder, but only in roles that suit her, and she has had a lengthy list of roles that suit her, but Annallee Call in Alien Resurrection is just not one of them. Too often she comes off as a tough talking teenager in this movie and it just gets hard to take her character seriously. She's like Ja Rule in Half Past Dead, but less ridiculous.

Then again, this could just have been a result of her starring alongside Sigourney Weaver, and that woman is just awesome. Dan Hedaya is suitably over-the-top in his role as the gleefully neurotic General Perez, and I have to admit that I was curious to see the performance of Gary Dourdan as Christie. Lately I've been watching countless hours of CSI on DVD, and it's amazing to see how different his role is in this movie from the most serious role he would play later in that show. I prefer the later performance, myself.

The resurrection implied in the title refers to Ripley being borough back to life 200 years after her death for the purpose of creating one of the alien queens, and then breeding the animals for twisted scientific purposes. They decide to keep Ripley alive for observation after surgically removing the alien from her chest, only to discover that she and the aliens are clearly more than they are prepared to handle. There is a negligible subplot involving a group of shady characters headed by the wonderfully sinister Michael Wincott as a Frank Elgyn, who promises his men won't start trouble or get into any fights if they are allowed to stay on board for a few days and nights.

I also have to mention Ron Perlman, who just has a face for this kind of movie. Probably most recognizable lately as Hellboy, this has to be one of the least appreciated actors of the last few decades. In just over 20 years he has acted in more than 150 films and TV shows, and at the time of this writing he has 18 projects in the works. Unbelievable! He also has one of the best lines in the movie (""Why the waste of ammo?! Must be a chick thing"").

The aliens are probably the thing that will make or break this movie, and in my opinion they were impressive enough. The occasional CGI effects are never convincing, but then again they never are, so luckily they didn't overdo them. Even the aliens swimming underwater was not too much for me to accept, perhaps given the automatic tension that is immediately generated in almost any movie where someone has to hold their breath for a long time. This went on far too long to be anything remotely realistic in this movie, but it was a good scene nonetheless.

I would also argue that this is the goriest of all of the four alien movies, particularly at the end, but also contains some of the best comic relief. This combination makes the movie highly entertaining, even following in the long shadows of its spectacular predecessors. There is a high energy scene in the third act of the film where Perlman's character performs a daredevil stunt to shoot one of the pursuing aliens dead which is followed by what has to be the funniest spider killing in film history. I haven't laughed out loud like that at a movie in a long, long time.

In browsing through the posts on the message board for Resurrection I have been inspired to raise my rating for the movie from a 7 to an 8, if only because it is so obvious that everyone is jumping on the bandwagon about bashing this movie. I see nothing but whiny, pouting little brats whimpering and griping about little nitpicky details in the movie, condemning the third sequel in the Alien quadrilogy as a travesty and an embarrassment and a pathetic way to end the series.

Stupid people in large numbers, man. It's sad to see such a clear mob mentality slamming a movie that is about 100 times better than most people say. No, it's not up to the same level as the first two films and it definitely has its drawbacks, but it is definitely a good installment in the series, and you could certainly do a lot worse for some fun popcorn sci-fi on a Friday night. I'll admit that my judgment might be a little skewed because I watched the staggeringly awful Eaten Alive just before seeing this, but it is clear to me that Alien: Resurrection has yet to receive the respect it deserves."
344,"Apostle, The (1997)",18-Dec-1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']," Written and directed by Roberty Duvall, I saw on entertainment T.V. in an interview that Robert even put millions of his own dollars into the 'making' of this. Propelling, is just the intro to this superbly crafted, story of doing the 'Gospel' your way. This shows me, many with good intentions can go almost terminally wrong.

I was sitting watching this on cable at the hotel, when my wife at that time, would not let me go out with her that morning on her route in Sierra Vista. It wasn't that I would get in the way of her talking to the doctors on her pharmaceutical rounds, due to the fact that she had already ask me to go with her a couple times before and I knew how things shake out with it, it was that she was having an affair with a co-worker and needed to give him a private long distance call, from a pay phone. At any rate, this was probably one of the most upending and unsettling and touching films I had seen in years. It was good that I stayed and watch Duvall's story of betrayal and violence. I came to a better grip with the circumstances that I was in, believe it or not. When he becomes E.F. the Apostle, you can see he seems starting to come apart, just before it happens. There is a much mis-gilded thought life that he has when he boldly steps up and decides that it's better to blame God than to 'take responsibility' for his very own misconduct and rage trouble. Farrah Fawcett provides an aging but provocative ex-wife that can't take the 'jambing' effect that Sonny seems to boldly posses. I.e. the baseball field assault on his ex's new man. It seems that at the end of the assault he just disconnected and said ""let's go home now."" As if whatever he does, even when totally wrong, he can justify to himself despite the damaged inflicted on anything, or anyone else that is around him then.

Then there is the scene at the church with Billy bob's character and they quickly end up in a brawl on the side of the church, while the deacons look on. But that was, what that character of Billy-Bob's needed to respect a man of God. A strong man. A wimp couldn't have probably reached him in the condition he was in right there.

I have a lot of respect for Robert Duvall for taking and making something that wouldn't get muddled by Hollywood and it's sense of God. It was different. I got quite a large helping of calm and understanding after my wife had departed our life together. I think I learned even more about human nature and intentions, motives etc. It shows that even when people mess it up, there is always something on a sub-textual level, it's not always just 'Face value'. I am not a Billy Bob fan by the way, but even his character, that came to destroy Sonny's church, and ended up changing his own life in that process. Remember as well, even if he can 'justify' his own bad behavior, God did not let him go on and on, he had to be brought to 'Justice' himself. You can mock God but only for a little while. This film, definitely touched me and caused me to think deeper.

Thanks, IMDb.com....

I recommend this to those with discernment about life and people and especially the Bible. (*****)"
345,Deconstructing Harry (1997),01-Jan-1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"," I think it's funny (but natural in a way) that people insist on reading Woody Allen films as autobiographical even when he insists they are not. I think it's especially funny with this film since Harry isn't really much like Allen at all.

This is kind of my problem with the film.

It's clear that Allen often comes up with ideas for films that loosely relate to his own life. This film deals with, among other things, the fact that being good at creating art that speaks to the human condition doesn't easily translate to being good at living among actual humans. I'm quite sure that resonates strongly with Allen.

But to turn this into a story, Allen creates this exaggerated Philip Roth-style novelist who drinks excessively, is extremely vulgar, and is a compulsive womanizer ... and since Allen plays this role people call the film ""extremely self-critical"". This character isn't Allen.

It's so much Allen that I just don't buy him in the role. Allen is a very self-consciously cerebral actor, and whenever he tries playing anything earthy, I completely reject him. I just do ... so very little of this film works for me. It's not a bad film ... in fact it's probably one of his better films of the 90's (which is not a very strong decade for him).

The weird staccato editing trick is a complete failure. Every time it happened I wanted to shout ""STOP!"" at the screen."
346,Jackie Brown (1997),01-Jan-1997,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Crime', 'Drama']",
347,Wag the Dog (1997),09-Jan-1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"," When the president is involved in scandal shortly before the election, a Hollywood producer is brought in to manufacture a war in Albania to distract from the scandal and that the President can end.

""Wag the Dog"" has a great premise that was prescient; before the film was released, President Clinton was involved in the sex scandal with Monica Lewinsky, and he threatened military action in Iraq. The really frightening thing is that in one of the clips shown in the film, a young woman wearing Monica's beret can be seen. It reminded me a little of the situation when Alfred Hitchcock was filming ""Notorious,"" and his Mcguffin was the uranium to make an atom bomb being hidden in wine bottles. It was entirely innocent on his part, but the FBI had him under surveillance for months wondering what he knew about the uranium stores in South America that actually existed..

Dustin Hoffman is Stanley Motss, the producer brought in by political adviser Conrad Bean (Robert DeNiro) to produce the war. Anne Heche plays a presidential aide, and the film also includes William H. Macy, Kirsten Dunst, Andrea Martin, Denis Leary, and Willie Nelson.

The sad thing is that I suppose all this is possible, despite some obvious holes in the David Mamet-Hilary Henkin script. The media can certainly manipulate, and why wouldn't gullible people believe what they are being shown? Maybe it's based on the premise that the American people are fairly dumb, and if you don't agree with that, you probably won't like it.

Nevertheless, ""Wag the Dog"" puts forth a provocative idea and gets you thinking, and it's great to see Hoffman and DeNiro as two clever albeit sleazy people who believe the end justifies the means."
348,Desperate Measures (1998),30-Jan-1998,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Drama', 'Thriller']",
349,Hard Rain (1998),16-Jan-1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']",
350,Fallen (1998),16-Jan-1998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"['Action', 'Mystery', 'Thriller']"," I must have watched this film three or four times now, and each time it takes me the first half hour to recall. It's an intriguing story rooted in Aramaic mythology but applied to 20th century Philadelphia. ""Hobbes"" (Denzel Washington) is a detective who worked on the case of serial killer ""Edgar Reese"" that saw him captured and executed. Not long after this supposed closure, however, other - very similar - crimes start to occur and he and his partner ""Jonesy"" (John Goodman) are perplexed. He keeps hearing a song - the same song the deceased sang as he died, but the people singing it are different. There is something mysterious afoot that can inhabit a body, move effortlessly and invisibly from one to another - and it seems to have ""Hobbes"" in it's sights. Desperate to shield his family from this evil, he must try to find a way to destroy it before it destroys him. It all takes too long to get going, and Goodman is not particularly well cast, but once we have the gist of the plot then Washington and director Gregory Hoblit turn in quite a well put together story, using the photography well to give us a perspective from our menace whilst effectively conveying the sense of nimble mobility this creature possesses as the resourceful ""Hobbes"" tries to combat it. Donald Sutherland pops up now and again, to no real purpose, indeed much of the supporting cast sort of blend into the wallpaper of this exercise that really plays to the strengths of an on-form Washington delivering a solid and interesting theme. It's too long, but still worth watching."
351,"Prophecy II, The (1998)",16-Jan-1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Horror'],
352,Spice World (1997),01-Jan-1997,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Comedy', 'Musical']"," Let's just be brutally honest here; this is a Spice Girls vehicle. No doubt about it. From the biggest hater of the film to the biggest fan of the girls, everyone might as well admit from the very beginning: this film was primarily (and, in the opinion of many, purely) made to promote the Spice Girls as well as their then-new album. The moment you realize/accept that fact is the moment that this film gets easier to sit through. However, it still is very, very hard to sit through, and the majority of the people I know wouldn't be able to sit through the entirety of this mess of a film, not even to satisfy the most basic human instincts of curiosity by finding out what happens in the end. The film pretty much plays like a 90-minute promotional video, or a compilation of music videos with pointless plot in-between each performance to keep the music from getting to be too much. Newsflash: the people who would willingly watch this would most likely be just as happy with a 90-minute compilation of music videos or live performances; they don't care about the film itself. I'm not saying that every single Spice Girls fan hated, or even disliked the film itself(I'm not even claiming that one single fan didn't enjoy seeing the girls being ""themselves""); what I am saying is that they wouldn't have cared if this feature was a 90-minute long music video, instead of the barely coherent mess that the movie is. But, back to the point I was trying to make; the film is a Spice Girls movie. Not a comedy, or a music movie, but a Spice Girls movie. Made entirely for the fans. This, of course, means that the movie is exclusively enjoyable for the fans... and now that the girl-band is no longer a hot subject, and it's no longer ""in"" to like them, their fan-base has been reduced to a minimum. Therefore, now, only seven years after the film was made(or a few years ago, for that matter; ever since they stopped being popular) the film will only appeal to those who are still fans. As you have probably figured out by everything I've written up to this point, I am not, nor have I ever been a fan of the girls. They are charming, sure, their songs are catchy(admit it, even you've hummed along one or two of their singles when it came on the radio), and they are, undeniably, quite attractive, but that's all there is to it... and that's certainly not enough to carry a feature film, once they're no longer famous. Of course, the director probably didn't think about that, and merely made the film to capitalize on their popularity. Oh well. The film now belongs in the same category as one of those films made about some famous guy/girl/group of people that people no longer care about... probably all inspired by The Beatles(unless someone came before them... I'm not sure if they were the first bands to do feature films). The thing is, The Beatles not only were popular back when they made their films, some 30-40 years ago; they still are popular. The Spice Girls aren't. They were merely the newest of the popular teen-bands... and they didn't last much longer than most others. Now, that's enough for the analyzing, on to the review. The plot is barely coherent and poorly paced, constantly throwing new characters into the story, that appear for a few minutes only to disappear again, as well as introducing subplots that are never used to full advantage. The acting is atrocious. The characters are tired stereotypes. The cinematography is forgettable and unimaginative. The humor is British humor at its worst(I think, at least; I haven't seen enough British comedies to determine if there is a lower level than this). All in all, the film have little to offer(apart from one or two clever references and some good self-parodying in one or two places) to anyone but Spice Girls fans. I recommend this exclusively to Spice Girls fans. It's to painful to sit through for virtually anyone else, even if it's just to laugh at the pure stupidity of it. Everyone but Spice Girls fans: Avoid at all costs. 1/10"
353,Deep Rising (1998),30-Jan-1998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"['Action', 'Horror', 'Sci-Fi']"," The 90s had a weird glut of sci-fi horror movies which were based on ships for some reason. I am not sure if this was some kind of weird Titanic tie in where the studio thought anything with a big boat was a sure fire hit? This is one of the better attempts. Its a non-stop action movie which has some real gore, frights, surprises and humour thrown in. Its simply impossible not to be entertained by this. The story is a basic monster hunting down the crew scenario but its done well enough that you have no idea who is next on the menu and it also holds back on the reveal of whats attacking the crew, till well around the halfway of the movie. There are a couple of well know B movie actors in this and its very much B movie fodder, some of the FX in terms of CGI look dated now but some of the models look fantastic. The movie borrows heavily from a number of major action franchises but it doesn't detract from the fun. There are plenty of entertaining death scenes and some which were quite unique and effective. Not sure how I missed this in the past but its highly recommended for a fun action flick. Just be kind on on CGI it was 1998."
354,"Wedding Singer, The (1998)",13-Feb-1998,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"," I am not a fan of Adam Sandler. His comedy is usually crude and panders to the lowest common denominator of cinema-goer. So why do I tolerate, nay enjoy his performance in this movie?

I think it's because this was one of his earlier efforts and as such he didn't have as much creative control as he does over the tripe he makes now. The comedy is family friendly but actually genuinely good for the most part, the romance is just about on the scale of believable, and the soundtrack is upbeat and fits the tone.

Part of the success of this movie for me is the fact that it's a 90s movie about the 80s, which we don't see very often. The result is the innocent naiveté of the 90s mixed with the elaborate, flamboyant extravagance of the preceding decade and it's a winning combination. It culminates in just a general 'feel-good' vibe that thrives in the midst of safe but quality comedy and a cheesy, predictable yet satisfying narrative.

Billy Idol's cameo is a highlight and fairly veteran actors such as Steve Buscemi turn in surprisingly adept comic performances alongside Sandler and Drew Barrymore as the romantic leads. The shame, of course, is that people will form an opinion of this move when they see Sandler's face on the front and it may well turn them away from a corny yet very good comedy worth seeing. 7/10."
355,Sphere (1998),13-Feb-1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Adventure', 'Sci-Fi', 'Thriller']"," I caught this movie some years back and while most of the things I had heard about this movie were negative, it was interesting in parts. Unfortunately, the film goes from being interesting to becoming one big letdown as things are revealed and much discussions abound. The film stars Dustin Hoffman, Samuel Jackson and Sharon Stone...three fine actors who add to this film. However, the film features just about no one else after a certain point in the movie and that is the beginning of the big letdown. The story has a discovery of a ship of some sort down rather far underwater. Well a team of scientist and that sort are sent to investigate. Well they board the ship at some point and discover the sphere of the title and soon after many strange things begin to happen and at times it seems like a horror movie, or a less horror filled movie than ""Event Horizon"" though I am not sure which of the two films was released first. Some good effects here and there as well as some bad ones. Good dialog here and there, but a lot of lame stuff as well. I am guessing the book had a bit more depth than this film, but I would have hated to read the book if it kind of became a bore near the end like this film became."
356,"Client, The (1994)",01-Jan-1994,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"['Drama', 'Mystery', 'Thriller']"," ""The Client"", made in 1994 features the type of story that can happen in the pace of today's society. A young boy and his even younger brother slip off from school to indulge in youthful frivolities, and end up as witnesses to a Mob lawyer's suicide. The legal authorities are able to place the youth at the scene of the death, and they suspect the lawyer may have revealed some evidence about a murder that has gone unsolved. The mobsters in the city suspect this too, and the boy is caught between a rock and a hard place, wondering where to go to get help, and to stay ahead of the criminal elements stalking him and his family.

Enter in the scene of total chaos two folks who are attempting to help the boy with his problem. Susan Sarandon has the role of a lawyer willing to risk her career for Ricky, the youth, and Tommy Lee Jones plays an ambitious federal prosecutor anxious to use Ricky's testimony to further his own career. Susan's character takes Ricky under her legal protective wing, as it were, and the two square off in an effort to make the young client, Ricky, turn evidence over to them. Ricky is determined to protect his family before doing anything to help the authorities.

It's a superb suspense thriller, based on the John Grisham novel of the same name, and both Jones and Sarandon turn in great performances. The movie also benefits from support cast members such as Ossie Davis, Anthony LaPaglia, and as ""The Client"", Brad Renfro. Renfro shows some talent, and one hopes that he hasn't wasted the chance to have a good career. I gave the film a rating of 8/10, and would encourage viewers to keep one eye on the screen at all times."
357,One Flew Over the Cuckoo's Nest (1975),01-Jan-1975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama'],
