Movie,Review
Mighty Morphin Power Rangers: The Movie (1995),"Like about 20 movies in total, Mighty Morphin Power Rangers: The Movie was for some period of time my favourite movie. I really liked the style, the colours, the energy, the basic concept, the action, the comedy, etc. Much of that still holds up today although it's very flimsy - not much is to be found in deeper meaning or originality.

Ebert is right that the characters don't have much individual personality, but that hardly matters. Their teamwork and positive attitudes shine through. Even though it's cliched, at least it's a good message for kids. They do fun things like skydive and roller blade (something I've recently been learning in my mid-30s), all while being safe and wearing their assigned colours. I don't see why they need issues to be more interesting. Nor do I think they need majorly different roles to play. As it is, we at least get Tommy who is a leader and Kimberly who is more sentimental.

The action is enjoyable, especially with some good music to go with it. It's harmless fun with many ridiculous physics-defying moves - a lot of flying kicks and spinning.

Visually, the movie holds up well. The costumes are cool - all different and shiny, including the goodies and the baddies. The special effects are dated but the designs of the zords and robots are cool, all of them newly introduced in this movie.

The music is surprisingly good and underused if anything. The action songs are decent, fit the choreography and don't disrupt the flow, but the orchestral score is even better.

The plot is very thin and full of holes. Apparently the Rangers can casually teleport to other planets and Ivan Ooze's bird monsters can also fly through space with ease. And I didn't know that comets were fireballs which you could throw enemies at. At least the movie hits the right beats and we don't get buried in melodrama or exposition - the story just keeps moving and focuses on the action, comedy and excitement.

Paul Freeman is clearly having fun as the main villain. He gets many funny lines including one he apparently ad-libbed - that he was disappointed to have missed The Brady Bunch Reunion (he likes being around for disasters). As an adult, his performance is the main highlight although the action and some of the comedy is also sincerely entertaining.

I can see that the movie isn't quite as flawless as it felt when I was 10 years old, but it was good enough to engage me and still generate some laughs and smiles. It embraces its goofy, safe, feel-good action and does it well."
Showgirls (1995),"This film is so bad you must see it.

It was supposed to be a star-making vehicle for Elizabeth Berkley of ""saved by the bell"" which was actually a pretty good show.

I suppose they thought they could cash in by taking a semi-attractive star from a tame kids show and showing her in a lot of nakedness and sexual stupidity. Instead it was just plain embarrassing.

By the end of the movie you end up hating her so much that you're glad the movie trashed her 'career'.

Probably the best scene is her sex scene in the pool. It is so poorly acted and shot it is painful to watch. You can tell they thought they were creating some kind of ground-breaking sexual energy, but it just failed miserably.

A couple years ago they brought out a Showgirls boxed special with a shot glass and poster. I don't know how it sold, but I would love to have been a fly on the wall in the pitch meeting.

I saw this movie once a decade ago, yet I find myself compelled to spend 4 minutes of my life berating it.

Anyway, enjoy."
Miracle on 34th Street (1994),"No. Simply...no.

This is was wrong, so wrong, in so many way. Dull, overacted by everyone but Attenborough. A miserable and mean DA and bitter ""tension"" that really doesn't belong in this movie. Telegraphed acting and sloppy writing (please stop telling us what is going to happen!)..and it ends with a golf ball from Cartier?? And bonuses. And an expensive new house...""they can afford it now""?? It *was* all about the money.. Tasteless..

Awful, awful awful - No whimsy. No fun...nothing as simple and heartwarming as watching the little Dutch girl from the fabulous 1947 original—geez, I just hated every moment of it.

Yes, this is modern. Yes, it has color. Yes, it's made by *your* generation for *your* kids.

So is Velveeta."
Tales From the Crypt Presents: Demon Knight (1995),"I didn't have very high expectations for this movie, which was supposed to be, more or less, a kind of light horror for young adults and teenagers. The film was made as a follow-up to a television series, as well as two older films that I've covered before. Unlike the previous films, which have about five short horror stories, this film sought to develop just one and make a feature film out of that. It didn't work out: despite the technical merits and a good cast and crew, the feeling that remains is that the plot has been stretched to the maximum.

In this film, we follow a single night in a decaying roadside motel where, by chance, seven people are gathered when a mysterious traveler arrives. He is Brayker, and he will try to keep a low profile until another character arrives, threatening him and unleashing a chaos that leaves everyone confined to the house. This figure, whose name we never got to know, is willing to do anything to obtain the Key, an ancient and powerful relic that Brayker carries.

As I said, the film has its merits, and it's a lot better than a lot of the crap out there... but needs a more juicy story that can sustain the length without making us feel that all could be solved in the 45 minutes of a TV episode. Another problem I felt is the religious issue: the film wants to follow a fight between good and evil, God vs. Devil etc. And assumes that Brayker's relic is indirectly linked to Jesus and the Collector is, in fact, a ""high-ranking"" demon. However, the name of Jesus is never mentioned, being treated simply as Carpenter, and this association is somewhat putted aside. Respect? An attempt to avoid shoving religion into the film? Maybe, but I don't think it worked out. Also, a final note to the poor use of the love subplot involving the characters Cordelia, Roach and Wally, which could have helped to offset the weakness of the main plot.

The cast is truly lavish for the kind of film it is: William Sadler was very good and competently secures the main character, but it's Billy Zane who steals all the attention with an excellent performance, full of dark humor. You can see how much he is enjoying doing his job. Jada Pinkett Smith, still far from the big hits, has also done an impeccable job here. The film also has the exquisite additions of CCH Pounder and Thomas Haden Church.

On a technical level, the film bets heavily on creating a gloomy atmosphere, wisely taking advantage of a good setting and a suitably dark cinematography, which seeks to make the best use of the light points and the framing. This works really well, but the main dish, as far as horror is concerned, is the special effects and visuals, quite gore and full of artificial blood and slime. Some scenes are explicit enough to make you forget about popcorn for a while, and the malevolent and hideous creatures that appear around here are pretty good. However, it lacks a good soundtrack that helps to wrap everything up and there are too many scenes that are too long or absolutely unnecessary, but that have passed quietly on the editing table to lengthen the film, which drags on like fresh molasses from a moment on."
Star Trek: Generations (1994),"While it has been remarked that ""Generations"" is the only Trek film that was ever meant to be a movie (meaning it doesn't really feel like an episode of a TV series), I still do not feel that is sufficient grounds for liking a movie that is this bland and stupid.

Here are the good things about this movie. 1) The ribbon looks pretty impressive. 2) Data swears a bit and sings a little ditty while scanning for life forms. 3) It ends. Nothing else is really worth seeing. Kirk seems to be saying, ""Get me out of this franchise!"" with each passing line, while Captain Picard's constant attempts at pathos are nowhere near as convincing as they proved in the series and the other movies.

Additionally, the naval holodeck scene at the beginning is nowhere near as funny as it was meant to be and the rest of the film is populated with new characters who are either dangerously gutless (the captain of the Enterprise-B) or disturbingly one-dimensional (Soran). Whoopi Goldberg gives an interesting performance, but, even coupled with the list of three that I gave above, it's still not enough to salvage this movie.

This is the only Star Trek movie I dislike, let alone hate."
Muriel's Wedding (1994),"I haven't seen many Australian films, but I have always been struck by their proclivity to grotesque characterization. This film was no exception. From her careless and unfeeling father to her deliciously shallow and beautiful, popular friends, Muriel is surrounded by the ugliest of humanity. Even our heroine has elements of the grotesque about her until her eventual awakening late in the film. Muriel's friend Rhonda is the only character who lacks the touches of grotesquely, and it's no mistake that she is the character to whom Muriel learns that she can turn.

Muriel's wedding tells the story of a girl who was brought up to believe in her worthlessness. She wants nothing more than to be married to prove herself a success at life and get away from the life she's known. In the midst of all her bad decisions (and in the light of one of the most moving tragedies I've seen in a comedy or drama in a great while), Muriel comes to realize that she is going about success all wrong.

This film is wonderful and charming, a true comedy, but without the saccharin Halmark ending and obligatory romance so prominent in American movies. This is the story of a real hopeless case, who realizes she's not hopeless and has had everything she needed all along."
"Adventures of Priscilla, Queen of the Desert, The (1994)","Most people use the word ""unique"" in an off-handed and lazy manner, applying the word to anything that is a little bit unusual but not downright original. Well, The Adventures of Priscilla, Queen of the Desert is truly unique in every sense of the word.

What is more unique, I ask, than two drag performers and a transgender woman journeying through the Australian Outback in a camper van during the mid 90s? I've never seen anything similar. Not even remotely.

Priscilla is a journey into the lives of drag performers at a time when being such was a risky pursuit. It is a dangerous job that could mean serious injury if one is not careful. There was a lot of stigma attached to being a drag queen, let alone a transgendered woman in that era. One had to be careful about where and when they held shows and who they allowed in their viscinity.

This movie's greatest gift is that it shines a light on drag and transgenderism, bringing a humanity to these stigmatized identities at a time when it was sorely needed. There are tons of heartfelt moments here, such as when they are inducted into the tribe of natives and put on a show that lasts through the night. It is such a display of warmth and acceptance that was truly beautiful and moving. Another powerful moment is when they enter a bar and are immediately told to leave, only to change everyone's mind and create a more fun and lively atmosphere than probably existed ever before.

It's not just a film about increasing LGBTQ+ visibility though. It's downright fun and we are witness to all of the crazy antics that go on in such a troupe. Bernadette is a master at disarming ill-intentioned people who wish to bring harm to her and her allies. She is like the matriach of the troupe.

Each character feels fully fleshed out and deeply human. We come to feel deep care for each of their journeys to where they are now through flashbacks to pivotal moments in their lives.

The use of colourful costumes amongst the sparse, desolation of the Australian Outback was a very good choice. The juxtaposition of these elements creates vivid and impactful visuals. Indeed, those barren lands seem like an ideal place to live out one's deepest drag fantasies.

The Australian banter was difficult for me to completely integrate into my own cultural understanding (Canadian) but it doesn't really matter because the underlying message came through quite clearly: that the LGBTQ movement is not just a bunch of clowns to jeer at from the sidelines, but people that are fully human and deserve just as much love and acceptance as anyone else.

It's truly a gem of a movie and surely a required viewing for the LGBTQ community. It can teach us a lot about not only performers, but about ourselves and it can powerfully alter our perceptions in a more inclusive direction."
"Flintstones, The (1994)","The Flintstones is a decent movie with a surprisingly clever story line,but only a alright cast,and most of them don't really relate to the characters their playing.If you grew up with the Flintstones,like myself,you will definitely be disappointed with this movie.I felt the only member of the cast who stayed true to his character was John Goodman,he sounded and behaved just like Fred Flintstone from the classic animated series.I didn't appreciate Rick Moranis,who sounded nothing like the original Barney Rubble,and I especially disliked Rosie O'Donnel,Betty Rubble is one of the most attractive cartoon characters ever,and then they get one of the ugliest characters in Hollywood to play her,that was a bad casting decision.I also didn't like Halle Berry,she was just thrown in to amuse the dads watching this with their kids,and her name literally being Sharon Stone was not at all funny.

When Fred Flintstone (John Goodman) gives Barney (Rick Moranis) money so he can adopt a child,Barney gives Fred the opportunity of getting the job he has always wanted."
Naked Gun 33 1/3: The Final Insult (1994),"The law of diminishing returns really starts to kick in with The Naked Gun 33 1/3: The Final Insult. It's definitely got the lowest gag ratio of the three films but there's still enough here to warrant the return. The shorter run time really helps with the lower gag ratio and the jokes that do land still have that same gleeful stupidity.

Leslie Nielsen's gifts are needed more than ever before. Even if the film around him is faltering he never is as he really carries this. Frank briefly becoming the stay at home wife then going undercover gives him plenty of new material to work with and the reaction shots of Nielsen looking baffled will never get old.

Peter Segal's direction doesn't falter straight away as it opens with the funniest opening of the three and the strongest credits sequence. For better and worse, this one's humour feels broader compared to the others as it adds a lot of references to other films in between the slapstick and visual gags. There's still a lot of memorable stuff here, it just luls occasionally."
True Lies (1994),"Arnie plays the straight man in an enjoyable action comedy romp which must be the best of Arnie's 90's comedies. Hollywood's realisation that Arnie could work in comedy, as long as he's in on the gag and the audience is in on the gag, was probably obvious to scriptwriters and producer's but surely necessary to keep Arnie's career going on for another couple of decades after his 80's action films.

'True Lies' is a straight up comedy that rips off Arnie, Hollywood actioners, and 'James Bond' with 90's style and James Cameron slick.

Bill Paxton is another member of the Cameron ""company"" of actors, reminiscent of John Ford's stable of faves from the 40's and 50's who gets to play his role as a fake secret agent for laughs.

This set up could easily be from a whacky comedy of the 30's or 40's, or even a silent comedy of the 20's with physical japes and jeopardy mashed together for tickles.

All of this silliness is put forth with aplomb due to the production scale and values of a James Cameron film and Arnie vehicle from the prime of both their careers in the 90's.

I rate at 6.5/10 (which I have rounded up on IMDb to a 7.) because this film is a better version of a Johnny English film and better than some of the James Bond action adventure comedies that it plays off of.

The acting is solid throughout and the action is well paced and performed. Editing and sound design aid the overall effect with good stunt work and military equipment thrown liberally into the mix. Comedy comes from one liners and physical mishaps, and, frankly 'home alone' style, or even Laurel and Hardy style, slapstick routines with a mixed up identities silliness of a 'pink panther' skit."
Addams Family Values (1993),"For a second, then ""Addams Family Values"" was actually a good movie, especially since it was pretty much in the spirit of the previous movie. So if you enjoyed the 1991 ""The Addams Family"" movie then you will certainly also enjoy ""Addams Family Values"".

Personally, while the storyline in ""Addams Family Values"" was good, then it wasn't as great as the previous movie. Lots of great elements to be enjoyed in the 1993 movie from writer Paul Rudnick, for sure, but it just was lacking something that was in the first movie. Now, don't get me wrong here, because I am not saying that ""Addams Family Values"" is a bad movie, not at all. For me it was the atmosphere that was lacking from ""Addams Family Values"", as a good part of the movie took place at a cheery camp. Sure, the contrast of the camp in comparison to Wednesday and Pugsley was intentional, but it just took away some of the dark, gothic feel from the first movie.

It was certainly great to have Anjelica Houston, Raul Julia, Christopher Lloyd and the rest return to reprise their roles from the first movie, that is definitely something that made the movie all the more enjoyable. And ""Addams Family Values"" definitely added a bunch of new faces to the franchise, with the likes of Joan Cusack, Peter MacNicol, Christine Baranski, Sam McMurray and Harriet Sansom Harris in smaller roles throughout the movie.

I did enjoy ""Addams Family Values"", no doubt about it, and it is a wholesome movie for the entire family.

My rating of ""Addams Family Values"" lands on a six out of ten stars."
Black Beauty (1994),"Black Beauty (Alan Cumming) recounts his turbulent life with various owners as he finally found peace in a pasture. He was born and cared for by Farmer Grey (Sean Bean). At age 3, he is sent to Birtwick Park. His mistress Lady Gordon is ill and gives him the name Black Beauty. He is treat well by stable master John Manly (Jim Carter) and his incompetent nephew Joe. He is taken with spirited mare Ginger and befriends the smart pony Merrylegs. After Lady Gordon's death, Beauty and Ginger are sold to the cruel, pompous Lady of Wexmire at Earlshall Park. They are painful-bounded to pull her carriage. Ginger struggles with the pain and bolts. This leaves Beauty damaged. The bad treatment continues until Lord Wexmire sells him to become a rent horse under even worst conditions. He is sold once more to London taxi driver Jerry Barker (David Thewlis). It's tough work but Jerry treats him well. He sees Ginger again but she's little more than skin and bones before her death. Jerry gets sick from a freezing night and can no longer work. Beauty is sold again and forced to spend the last of his energy hauling grain. Beauty has nothing left and is on the auction blocks again but this time, he is rescued by Joe.

The narration is weird. It gives the horse Black Beauty humanity but none of the other animals have their voices. It's feels like an old-time Disney movie gone amok. What does interest me is to treat this story almost like a slave who gets sold over and over again. The ups and downs of the various cruel and humane owners are intriguing. This ends up being a tear-jerker if you're an animal lover although it could annoy the hell out of you."
Fear of a Black Hat (1993),"I saw it in a posh movie theater where the audience is usually white, educated, and urban. The showing I attended had a sprinkling of African-Americans, and it made the difference in audience-reaction between the two groups a wonderful social commentary on the state of race relations in this country. Basically, the white folks were AFRAID to laugh or laughed nervously at the funny bits --and there are many! -- because they'd be ""laughting at Blacks"", while the Blacks also stayed pretty silent because many couldn't laugh at themselves in front of the whites.

I, on the other hand, being Asian (and thus belonging to neither group), had a great time viewing this satire of rap culture and its egos/trappings/values/pseudo-philosophies. The cast is talented and does at great job becoming the characters portrayed. The songs are too funny to be believed.

This film is one of the best pseudo-documentaries to come along, including ""A Mighty Wind"""
Last Action Hero (1993),"Last action hero was a good movie. The plot was very interesting and creative and Arnold Scharzenegger, despite other opinions, does a good job of acting. The whole plot of Jack Slater (Arnold) taking on the villains, having to come out of the movie to catch them, and being assisted by a fan of the Jack Slater films is well thought out and entertaining. This enough, should have been in line for a great film and it would have been if one key factor would have been left out. The main character, Danny, is so incredibly annoying that one gets worn out of his constant blabbering to convince Jack Slater that he's not real, everything around him is a movie, and that in real life, he's Arnold Schwarzenegger. Seriously though, if ANYONE, especially a kid that's a fan of the film, was able to go into their favorite movie of all time, they would be living it up and enjoying it!! But in this film, they had him irritated the whole time because no one would believe him that none of it was real and that it was just some movie. The line ""because this is a movie!"" just got a little old after the umf hundredth time. If Danny's dialogue had been altered to express the idea that he was just having fun and helped Jack Slater nail the bad guys, and help him out when they enter the real world, it would have been a fun and enjoyable film. But the annoyance level of the main character was a little too much to take. I wish the kid's dialogue would have been done right so that I could have been allowed to enjoy what could have been a good movie. It's a real shame."
"Man Without a Face, The (1993)","I agree with those who say that this is one of the very few instances where a movie is actually much better than the book. Some would say that it is 'cowardly' to make the main character more sympathetic. I, however, call the screenwriter bold for having taken such a strong direction away from the author's apparent original intention, and furthermore to pull it off so well.

Not only is the script exceptional, not only is the directing exceptional, but the casting is perfect and the acting is right on the mark in every scene and every respect. This is well-balanced and appealing entertainment. A poignant and moving film which will make any open-minded person examine their own looks-based prejudices. I think the film does Isabelle Holland's story more justice than did the work of her own hands. I also find the character of Justin more fleshed out in the movie, with the performance of Mel Gibson, whose face is only half-seen throughout. He does a better job with half his face than your average actor today could do with a hundred faces."
Mrs. Doubtfire (1993),"MRS. DOUBTFIRE (1993) ***1/2

Starring: Robin Williams, Sally Field, Mara Wilson, and Pierce Brosnan

Directed by Chris Columbus. Written by Leslie Dixon and Randi Mayem Singer. Running time: 125 minutes. Rated PG-13 (for sexual references and some language)

By Blake French:

""Mrs. Doubtfire"" is one of the most invigorating, vivid character studies to be produced on the big screen this decade. Most of the characters are strongly executed with decisive dialogue. They are also beautifully written with tainted personalities and uncompromising wit. Chris Columbus has assembled a stellar dramatic comedy with excellent screen writing, giving audiences one of the most punctually artful films I have ever witnessed.

The opening scene is as brilliantly structured as screen writing otherwise comes. It has a middle-aged man named Daniel, whom we learn about as he quits his job as a vocal performer for a children's cartoon after he realizes his employers are immoral. This sequence provides us with a development of the character's inner personality, strong morals and consciences. The audience also leans that he is a silly, easy going person. We soon find out it is these characteristics that propel the movie into the first plot point.

Daniel's wife, Miranda, wishes to divorce him because he is too goofy and immature. We are propelled quickly into the firm second act after the divorce. Before this point, we have witnessed both actions and dialogue reallocating Daniel's love and compassion for his family, especially his children. The film sets up the for following events using Robin Williams character as the plot advancer.

Daniel lusts for time with his children so much, he confidentially disguises himself as a sixty year old woman then applies for a day-care job for his ex-wife--this would allow him to be around his children more often. Miranda falls for it, and the master of disguise gets his opportunity. The film then takes us through a hilarious and emotional journey into the lives of a typical American divorced family.

The internal problem becomes more complex when Daniel's ex wife shows romantic interest in a new boyfriend, underplayed by Pierce Brosnan. The filmmakers could have done more with the Brosnan character. Here, he seems developed with repetition and dialogue. Although his purpose is to accommodate romantic competition, we don't know enough about him to care that much.

""Mrs. Doubtfire"" contains some material that fairs as overly blunt and outwardly apprehensive. Although the overall presentation is understandable and relative, I still think the picture could have been better with more careful script writing. Even such, we are able to witness a powerful, touching film with a conclusion that is so settling, you will cry with joy.

Brought to you by 20th Century Fox."
Robin Hood: Men in Tights (1993),"This review contains *minor* spoilers.

OK... So this isn't young Frankenstein or Blazing Saddles, but overall, it's a pretty funny Mel Brooks Movie. It is a send up of Robin Hood movies in general, but specifically ""Robin Hood Prince of Thieves"" in the same way that ""Spaceballs"" was a sendup of the Star Wars movies.

We get the usual Brooks schtick here.... Jewish jokes, (Brooks doing a cameo as ""Rabbi Tuchman"", Richard Lewis muttering ""Trafe"" when Robin drops a pig on the table)(""Trafe"" is a yiddish word for something that is non-kosher) , references to (then) current events and movies, (Dave Chappelle in his movie debut, being roughed up by the royal guard, and saying... ""I hope someone is making a video of this"", and the archer aiming at Robin from ""Ye olde folio depository.) There's even a tribute to ""Blazing Saddles"", but I won't give that one away. (One other thing..... Only Mel Brooks could find a way to fit a ""Malcom X"" reference into a Robin Hood Movie.)

There's Brooks standard breaking of the ""4th wall"", (cameramen and crew obviously visible and part of the movie), and Robin announcing.... ""Prepare for the fight scene."" AND, there's even a big slap in the puss to Kevin Costner when Elwes says.... ""Unlike other Robin Hoods, *I* can speak with an English accent."" (Trivia note: Out of all the actors who have played Robin Hood, Elwes is the only British actor to do so.)

The musical numbers are fun, (We're men, (MANLY MEN!), we're men in tights....... We roam around theforest looking for fights.......) and even though the movie is a bit dated now, (it came out in 1993), it still has enough humor to hold one's interest. Sure, some of the jokes are going to be clinkers, (lend me your ears!!!) but overall, the movie holds up well. The movie recently came out in DVD as a Mel Brooks box set. One can only hope that it will come out as a single DVD soon, hopefully with some great extras. It's not a Brooks classic, but it's one that I really enjoy."
Serial Mom (1994),"I'd never seen a John Waters film, and for whatever reason I'd read about a few of his movies online, and a morbid curiosity had begun to grow inside me. Waters has been dubbed 'The Pope of Trash' by various news outlets and magazines throughout his career, a title that he seems to cherish. From what I've heard, some of his other films feature absolutely disgusting imagery, but somehow his earlier, more crass films still received moderately good reviews. I was intrigued enough to check out his work, but not so intrigued that I wanted to jump right into ""Pink Flamingos"", so I settled on this movie, one that Waters had called his favorite of his own films on a number of occasions. Unsure of what I'd experience, and, I admit, a touch nervous, I sat down and started my first John Waters film, only to begin laughing almost immediately. If I'm being honest, I really enjoyed this film, far more than I'd imagined I would. In fact, I've already started narrowing down the next Waters' film I want to tackle (not ""Pink Flamingos""- I don't know if I'll ever be ready for that). This film, while certainly not for everyone, is a hilarious satirical look at what the tiny things can do to drive one mad."
Super Mario Bros. (1993),"This movie is much hated practically everywhere and of course I can understand why. Basically everyone from the '70's , 80's and 90's generation grew up with playing Nintendo games and the Super Mario games in particular. However when one sees this movie, it becomes pretty obvious early on that this movie has almost nothing to do with the Super Mario video games. The atmosphere, settings and characters are totally different, which is probably the main and also only reason why this movie was and still is hated among so many all over the world.

However, when one has to look at this movie with a fair and unbiased view, one has to come to the conclusion that this movie is good decent entertainment. No, it's not a GREAT movie but it does serve its purpose and that is to provide the viewer with 104 minutes of mindless, simple entertainment.

Kids will most likely like this movie best. The story is wonderfully adventurous and it all is very childishly simple constructed. I mean, the story and setting all basically have very little to do with the games but when you just have to judge the story, it's a pretty good and well thought out one. If the main characters were, let's say, some average Manhattan plumbers named the William's brothers and the entire movie wasn't based on a series of video games, than perhaps the movie would had received a far better reception and would had entertained and reached a wider audience.

All of the characters are pretty entertaining and work out well in the movie. This is probably mainly due to the well known cast. Bob Hoskins and John Leguizamo are the Mario brothers and they form a pretty good main duo. Dennis Hopper also is in his element as the ruthless, over-the-top, stereotyped villain King Koopa. He gives the movie a certain extra fun and flair. Other well known actors in the movie are Fiona Shaw, Gianni Russo (Carlo Rizzi from the first two The Godfather movies) and Lance Henriksen in a very small cameo role.

Unlike the games, the movie is a dark one. All of the sets are dark which was perhaps not the greatest atmospheric mood for the story and the entire movie in general. All of the sets are disappointing, small and unimaginative looking. Same goes for the costumes and most of the make-up effects. The movie however has some good and convincing looking early special effects. Remember folks, that it was 1993 when this movie was released.

The movie however is most of the time a bit too childishly told and the dialogs are below par and too simple.

The pace and editing is good but the movie severely lacks some action and real interesting moments. At moments it takes too long before something good or interesting happens again, which makes this movie perhaps a bit boring and uninteresting to watch at certain points.

All in all it's a not very successful- but still yet entertaining first attempt at making a movie based on a video game. Certainly better than some of those movies based on video games, released this present day!

6/10

http://bobafett1138.blogspot.com/"
"Brady Bunch Movie, The (1995)","Shelley Long had Florence Henderson right there on the set to guide her and Gary Cole certainly had the spirit of Robert Reed channeled to play Mike Brady. The two headed up a cast that really satirized the famous sugary sitcom that Paramount television brought us from 1969 to 1974, The Brady Bunch.

Time has stood still for the family in The Brady Bunch Movie. Gary Cole and Shelley Long have raised their blended family right from the Seventies. The parents and kids listen to the music, dress in the fashion and behave otherwise as if the Eighties and Nineties just never took place. The kids stand out quite a bit from their peers in their suburban school.

The main plot such as it is has the Bradys being under siege by their neighbors, the Dittmyers, Michael McKean and Jean Smart who need the Brady home in order to complete a big real estate deal. They'll get it by fair means or foul. The Dittmyers are best described as poor relations of that other TV family, the Bundys.

A big part of the problem with this film is that you would have to have been a fan of the show and presumably have seen it in reruns a gazillion times on the TVLand channel in order to appreciate it. About 15 of the various episodes are used in creating the plot. That's a component that someone who never saw the show couldn't possibly get.

Still some of the sly innuendo also comes from the Nineties culture with RuPaul as the school guidance counselor eying Christopher Daniel Barnes as Greg and a young lesbian girl carrying a big old torch for Marcia played by Christine Taylor. Jennifer Elise Cox has taken over nicely the role of the ever dissatisfied middle sister Jan who the real and original Carol Brady as the grandmother finally deals with in the appropriate manner.

As in any of the television Brady episodes goodness and vacuity ultimately triumph and to find out how and which episode plot lines are used to bring that about, you'll have to sit back and enjoy the big screen version of America's most famous blended family."
Ghost (1990),"In 1970 we had ""Love Story"" remember? Ryan O'Neal and Ali McGraw crying and loving all the way to the bank? 1990 gave us ""Ghost"" love beyond death and corporate shenanigans. I saw it last night for the first time and surprise, surprise, 15 years later I do understand why people all over the world flocked to see, to devour this soufflé, again and again. Bruce Joel Rubin won an Academy Award for the screenplay, I remember Jodie Foster handing him the statuette with a smile worthy of a British diplomat. But in fact, the screenplay should have propelled the Academy to create a separate category alongside Best Original Screenplay and Best Adapted Screenplay. Yes, Smart Ass Screenplay of the year or Most Commercial Screenplay. Jerry Zucker does a masterful job allowing Rubin's stroke of genius to unfold without major interference. Demi Moore is scrumptious and what Maurice Jarre does with her tears deserves an award of its own. Patrick Swayze suffers with a certain amount of dignity, his anger is very virile but his expressions of longing are pure Lana Turner. What makes the whole calculated enterprise worth every bit of its hype is Whoopi Goldberg. She brings the tale where it really belongs. A comedy. A ghostly comedy about enduring love."
Pinocchio (1940),"Having just re-watched Pinocchio after many years, it's evident that this remarkable feat of animation is the great triumph of Disney's ""Nine Old Men"". These artists were the core of Disney's animation studio for many years, turning out what are now revered as the classics from Disney.

What sets Pinocchio apart from every other Disney feature is the sheer depth of care those nine old men (and their assistants) put on the screen. No other Disney feature looks this tremendous, only Snow White comes close. Every, and I mean every, background painting is superb. The medium used for the backgrounds was a water-based paint called gouache. No other animated film looks like this. To think that the entire film was done by hand is amazing, the spectacle of Pleasure Island and the last underwater segment are brilliant compositions by illustrative geniuses. As the darkest fable Disney would bring to the screen, each of the nine old men brought their A game to their characters. Bill Tytla, the studio's ""villain master"" (he was responsible for the unforgettable Chernobog in Fantasia's ""Night on Bald Mountain"" sequence) brings Stromboli to energetic life here. Watch carefully for the table sequence in which Stromboli is eating. He has swallowed part of an onion before berating Pinocchio and shaking the puppet. His breath brings tears to Pinocchio's eyes...this goes by very quickly, but shows the attention to detail crafted in every frame of this terrific film.

Many reviews here seem to dwell on the voice acting and the use of ""nobodies"" to speak the lines. One review casually suggests that the actors were simply picked off the street. Nothing could be further from the truth. Even though the actors are uncredited here, the roster of talent was very top-notch for 1940. Comedian Walter Catlett voices the Fox, Catlett was extremely popular at the time and known for his signature round spectacles. The Fox wears these same specs for a brief moment, a nod given to Catlett by the artists. Frankie Darrow was a well known juvenile actor, most famous for his leading role in 1933's ""Wild Boys of the Road"". He voices Lampwick, which is a thinly veiled caricature of the real actor. Dickie Jones, the voice of Pinocchio was another child star who kept a remarkable career alive for many decades. Mel Blanc, the ""man of 1000 voices"" lends his talent to the hiccups of Giddy the Cat, Evelyn Venable is the warm and lovely voice of the Blue Fairy, Clarence Nash, the voice of Donald Duck for years, supplies both Figaro and the donkey brays by the doomed boys of Pleasure Island. Last but not least is Cliff ""Ukelele Ike"" Edwards, the voice of Jiminy Cricket. Edwards will always be known as the man who sang ""When You Wish Upon a Star"" so brilliantly. He owns that song as surely as Judy Garland owns ""Over the Rainbow"". No real voice talent in Pinocchio? Not true. These actors were as famous in their day as the current crop of voices used for animated features. Their work brings the heart to the skill of the animator's art.

Still a thrilling experience for fans of the nine old men. In this day of computer technology, it's worth remembering that a computer can't bring the same humanity and love delivered by these great artists."
