Movie,Review
Boxing Helena (1993),"Dr. Nick (""Hi Everybody!"") Cavanaugh (Julian Sands) is obsessed with the sexy but incredibly unlikable Helena (Sheryl Fenn) who he once had an affair with. When she pretty much rejects the guy, she ends up being hit by a truck. Does this deter him? No! It just means that he'll amputate her and keep her for himself.

Directed by David Lynch's daughter Jennifer, ""Boxing Helena"" is a movie that at first sounds like a perverse, strange little movie. Instead, it ends up being more of a mix of a pretentious art house movie and a dull 90's soft-core flick (complete with Enigma's song ""Sadeness"" playing during a sex scene.) Worst yet, the whole thing is a mess. The acting is atrocious, with Sands playing an unlikable, uninteresting, unsympathetic and spineless man, while Fenn plays a character so bitchy that you wonder why any man would want to be with her. Even Bill Paxton (someone I normally like) is unable to lift this up any, as he is also terrible (though that's more due to the terrible script.) At least his hair is outrageously bad, though it's no match for the one Art Garfunkle (yes, THAT Art Garfunkle) has. Add a terrible ending and obvious symbolism (a bird in a cage, how clever!) to the mix, and you get a terrible movie.

Little fact: While more is known about Kim Bassinger and the movie, what is less talked about is that Madonna was also offered to play Helena, but turned it down. When the star of ""Swept Away"", ""The Next Best Thing"" and ""Shanghai Surprise"" turns the movie down, you know you have a dud."
City Slickers II: The Legend of Curly's Gold (1994),"Is this movie Oscar worthy? No. Is it fun to watch when you've got some time to kill? Yes. City Slickers II might not have the impact and lasting impression the first one has but it's still great in its own right. It's a bit cheesier than the first but there are some genuine laughs to be had.

If you're a fan of the first one you should definitely watch this one and see if you like it. Apparently some people hated it , but I think a lot of that comes from a persons expectations going into this. The first movie was touching and had some great life pointers. This one is something to watch for a good time and to see (most) of the characters you love from the first again. Only true negative I could throw out there is Bruno Kirby not returning for whatever reason. Jon Lovits is a funny addition to the team though.

Give it a shot!"
Cliffhanger (1993),"Cliffhanger is one of the best action thrillers ever made. It stars Sylvester Stallone, John Lithgow, Michael Rooker, and Janine Turner. Excellent acting and outstanding special effects really bring out the excellence in this film. Intensity and sheer terror really bring out the thrills in this film.

Sylvester Stallone is the perfect action-rescuer guy, John Lithgow is the perfect bad guy that uses guns, fiery explosives, and extreme violence to win the thing he desperately craves. I'M NOT GIVING ANYTHING AWAY! I strongly recommend that NOBODY under the age of 14 see this film. It's violence level is on the heavy scale and the language is on the extreme scale and it's terror is on the terrifying scale. There is a lot of blood and gunshots in this movie. There was a lot of 'F' words and 'motherf***er' works too. And the terror...terrifying.

This movie has non-stop action from it's frightening beginning to it's explosive conclusion. It's conclusion is explosive, but very short and very mediocre. Well, I mean the ending is literally explosive, if you know what I mean. The director could have done more with the ending. But otherwise, this movie is filled with violence and terror and fiery explosives that makes this one of the best action-adventure-thrillers ever made.

Spectacular, intense, strong, pulse-pounding, heart-stomping, throat-tightening, great, awesome, sweet, incredulous, super, brilliant, and very violent!

Violence/Gore: 10/10, Sex/Nudity: 1/10, Profanity: 9/10, Drugs/Alcohol: 2/10

Original MPAA rating: R: Violence and Language

My MPAA rating: R: Brutal Violence, Strong Language, and A Scene of Sheer Terror

My Canadian Rating: 18A: Extreme Violence, Frightening Scenes, Coarse Language"
Coneheads (1993),"Coneheads is one of the best ""Saturday Night Live"" movies. I was expecting a light comedy but what I got was a whole lot more. Following a similar plot to the skit, Coneheads is the story about the Beldar Conehead family who crash on earth during a scouting mission for planet conquest. While here, they dodge the INS, have a child and discover that life on Earth is quite good.

This is where the movie shows its heart. It could have been a movie of comedy bits but by the end, it is about happiness in a stable family, which is quite refreshing in these days of depressing movies about divorces and unmarried couples. It is nice to see Beldar be a father figure to his daughter rather than the ""Let Your Kids Be Who They Are"" mentality of these days. The direction of the film in excellent, setting up many nice visual gags and shots that are very impressive for a comedy film. And at times, the film feels ""epic"" as you see the family on the run from the INS, to moving to the suburbs to returning to their planet.

There are great performances throughout the film and the many cameos are perfect. Look for funny scenes from Jan Hooks, Adam Sandler, Michael Richards, and Garrett Morris. Michelle Burke makes a nice debut as Connie Conehead and I expect to see more of her in the future.

On the surface, this seems like a dumb movie and it has received many poor reviews. But if you sit back and let it take you on an adventure (and if you can keep up with the way the Coneheads use different words for common items) you will be pleasantly surprised."
Demolition Man (1993),"""Somebody put me back in the fridge"". When John Spartan (Sylvester Stallone) utters that line about half way through this film, it really symbolizes (unfortunately) the kind of tone ""Demolition Man"" takes.

For a brief plot synopsis, ""Demolition Man"" begins in Los Angeles circa 1996, where policeman John Spartan is trying to corral wacko criminal Simon Phoenix (Wesley Snipes). Long story short, they both end up incarcerated and flash-frozen in hopes of psychological parole 40 years into the future. When that time comes, Phoenix escapes and begins to wreak havoc on a benevolent civilization that is now not capable of handling such violence. Thus, Spartan is taken ""out of the fridge"" to try and stop Phoenix by all means necessary.

Now, here is the problem with this film: Imagine the plot of a great science fiction tale (like, say, Minority Report) done in a tone like the 1960s Batman television show...pure ""camp"". At its core, this movie isn't all that bad at all, featuring a very intriguing plot, interesting characters, plenty of action, and some legitimately funny comedy. Unfortunately, the entire film was played for purely ""camp"", thus leading to groan-inducing one-liners, characters that start off interesting and quickly turn one-dimensional, and a plot that kind of meanders around without ever really delving into the interesting issues (what cryostasis is like, how the future became what it is like, morality, etc.).

Don't get me wrong...this is a fun little movie to watch. But, once again, to use the Batman analogy, who is considered the ""real"" Joker: the puffed-out Caesar Romero of TV fame, or the dark, gritty Heath Ledger of Christopher Nolan's silver screen adaptation? I thought so. Had ""Demolition Man"" taken itself a bit more seriously, it could have risen that critical notch from novelty ""eh"" to ""hey, that was a good film""."
"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","Despite the fact that it's about almost nothing relevant to the average movie-goer, THE ENGLISHMAN WHO WENT UP A HILL BUT CAME DOWN A MOUNTAIN manages to be a charming diversion but ultimately, it's as innocuous as its title.

Drawbacks aside, it does offer some hauntingly beautiful color cinematography of Welsh landscapes, day and night, blazing with beauty, some quaint village shots of pubs and lodgings that look invitingly cosy, and some sketchy characterizations that do little more than pad out a rather tedious little tale.

HUGH GRANT does another one of his befuddled, amused, eyebrow lifting characterizations, complete with stutter and smile and pause between words, a role he seemed destined to repeat again and again. But he fits the role and the story--which takes place in 1917 Wales.

The jaunty musical score compensates for some slow moments but all the actors do a competent job of keeping things on a realistic level. There are no big names in the cast aside from Grant, but they all make their mark while he gets most of the footage for a rather awkward romance with a local girl who spends the night on the mountain with him.

Summing up: Not much in the way of a plot, but it manages to be appealing and extremely well photographed."
Kalifornia (1993),"Pay attention to this one, it's got a lot to say. It's film noir and social criticism mixed in one. In fact, this film was probably the (unacknowledged) inspiration for the entire 'X-Files' series (which I hate), and there are a hell of a lot of similarities between them. The spooky, dark atmosphere of dread is very much the same though much more effective here. Duchovney's character--a liberal writer--does everything he can to accomodate and relate to the Pitt character (Early) and still ends up in deep trouble. The characters are all realistic and almost everything that happens is believable (as opposed to 'Blood Simple' where to achieve a few sick laughs you're asked to suspend disbelief). Pitt's performance is effective on its face as well as hilariously camp simply because of the huge star he has become since (his tongue-in-the-nudie-picture scene in the unrated version is funnier than hell). But all that's okay, for the film as a whole works on many levels and can withstand more than a few unintentional laughs to go with the intentional ones. The most touching scene is the final one, when the tape recording of Adele confessing her loneliness and deep need to be accepted humanizes her tragically and emphasizes the contrast between her (who never really had a chance) and these two yuppies (Duchovney and Forbes) who shared a portion of her tragic journey. Even after a first hand experience of true evil has tempered his liberalism and made him kill to save his life, he will have to hold on to a large portion of his original theory simply because of the overwhelming pathos generated by that final tape message."
"Piano, The (1993)","Jane Campion is a director of quiet unease. I was not a big admirer of her ""Angel At My Table"", which had enormous possibilities but was suffocated under the filmmaker's penchant for what I refer to as 'ugly beauty'. Even the beautiful passages in this film are undermined by either something ghastly, something about to become ghastly, or something borne from ghastliness. A New Zealand woman in the 1800s becomes a mail-order bride for an uninterested working man; she's a self-elected mute and communicates through her wizened little daughter (Oscar-winner Anna Pacquin, a bit over-the-top) and through her passion for playing the piano, which becomes a point of contention in her marriage. Engrossing human drama with a torrid undercurrent of sexuality and violence. Many people I've talked to about this film could not get with it, but perhaps that's the fault of watching movies at home. In the theater, this was a slightly-dazed, rapturous and enveloping brew that held me spellbound until the lights went up. Movies like this don't hold the same spell when butchered up by ads for the CBS comedies. Holly Hunter, Sam Neill and, most especially, Harvey Keitel all do terrific work. Hunter deservedly won a Best Actress Oscar. ***1/2 from ****"
Romeo Is Bleeding (1993),"A dark thriller with a hopelessness at its core that eats away at you the same way it does with Oldman. At one point his character says ""All I could think about was feed the hole, feed the hole..."" That hole represents his own private Hell, one that he created and he is perpetuating - but as long as things are going smoothly, if badly, things are OK.

One great, great scene is where Oldman casually sets his gun down on the kitchen table and Sciorra - sadly, in too small a role - picks it up and points it at him. The look on his face is priceless.

This movie has the same ethos as ""Bad Lieutenant"", but doesn't have that movie's crushing, personally wretched banality. It's also not quite as shocking or intense. Instead, it uses its main character's arrogance and sadistic tendencies as ""fatal flaws"" which ultimately help to bring down an otherwise quasi-noble guy.

I liked this movie up to a point, but sometimes it feels like I'm being manipulated - shown something shocking just for the sake of it being shocking. Like the scene with Olin and Oldman in the car that is excerpted at the beginning. A lot of that is just unnecessary. It's supposed to help set the tone, but by this time the tone has already been set - these are both desperate characters with a lot to lose and little to gain."
"Secret Garden, The (1993)","You've think a movie starring mostly pre-teens as the main cast members would be a happy-go lucky story of fairies and good and evil and yadda yadda yadda...I'll say it now, the Secret Garden isn't your average kid's storybook fairytale.

The movie, considering what you would take to be it's target audience (pre-teens), is pretty dark. Colin is dying, his mother died, Mary's parents die...yeah. For what it is, it's great. The acting is superb, the plot is engaging, and the Secret Gardner itself is astounding. The movie is full of secrets, and characters with secrets. Pretty much all the main characters have had some sort of tragedy in their lives.

It's one of those movies that you want to watch again. It's not exceptionally funny, although there are dashes of humor. Not that romance, but there is some. And no violence at all, save for maybe a few scenes. So overall...the target audience will enjoy it, and older members will enjoy it too. Odds are that anyone over age 10 will find this movie very likable."
Son in Law (1993),"This movie is one of the worse movies of all time. I'm kind of upset this movie isn't on the bottom 100; it deserves a spot at least number 60 or 70 on that list. This isn't just a film I think is bad in a campy-fun sort of MST3K way; it's just bad. This is one of the few films that I really, really HATE. Freddy Got Fingered is in the same category of bad.

So the story in this one goes that the daughter (Gugino) goes to California to go to school and comes back with Crawl (Shore) and he tries to learn to be a farmer. Then the boyfriend tries to set Shore up so that the girl will leave Crawl and go back to him. It ends and what's left of the audience can leave.

The main purpose of this movie is for Pauly Shore to mug for the camera and try to be funny; but I'd say about 100% of the time he fails at that. Their horrible inaccurate and out of date view of farms and farming is offensive and there's nothing in this movie worth seeing. If you think of seeing it: don't. The one time I saw the movie it felt like I was watching it for 5 or 6 hours. If you've already seen it; you have my sympathy."
Beauty and the Beast (1991),"This is the most amazing movie i have ever seen. Everything about it is magnificent. The music goes perfect with the scenes and mood of the film, and the characters have personalities that go with the flow of the movie. Every event leads to another one and keeps you watching. I cant even describe the overall feeling after you watch it. It will make you feel every emotion there is. There are parts where you will be angry at the movie, but another when u are happy and over joyed and yet, sad and crying your eyes out.

The old story of a young girl finding the true beauty within from a beast is captured very well. It can be told anyway but Disney really makes it the best. The animation is still beautiful even now when they have higher technology. Overall even know it is still my favorite movie and i do watch it every time i get a chance. I am practically obsessed it is so good. I do have other favorites like the little mermaid and Tarzan and the lion king but nothing can compare to this.

Every time i see it i am taken away into it until the end. I always wish that this story could somehow come true and i could be there. It makes you dream and wish and hope. The strong scenes for me are: -when the prince is just transformed into the beast and with the rose as the camera zooms away from the castle. -after Gaston proposes to belle and she runs out of the house asking for a more ""provincial life"" and lays in the grass -the library scene -and definitely the ballroom scene just fills me with joy and tears at the same time -and lastly when the beast is dying and belle mutters that she loves him

What really makes it the best is the voices too. Just listening to hte music without the movie can make you feel the same way.

i am a real Disney lover but i would highly recommend this one above all others."
"Wild Bunch, The (1969)","I got this movie on DVD at the suggestion of my brother. I admit to knowing nothing about it's director and a complete lack of familiarity with most of it's actors or the mythology behind it's production (I was born years after it was made). I can, however, safely say this: this is one of the greatest movies ever made. Every aspect of the film is flawless, from the acting to the cinematography to the script.

This is also the most truly macho of all macho movies. It's not cartoonish machismo, rather it's the kind of machismo you see in drywall hangers: no-nonsense comments like ""We're after men"" and ""Let's go"" predominate, the men don't swagger around and violence is approached (fairly) honestly. The reserved dialogue and physicality reminds me of ""Seven Samaurai"" (to which this film owes a great deal). To me, that is the highest praise that I can give a movie.

The photography is amazing: the desert looks sweltering and parched, the close-ups of actor's faces outdoes Sergio Leone and the action is probably the best ever filmed. Scorcese and Tarantino obviously owe a lot to Peckinpaw. The scene during the opening credits of ""Reservoir Dogs"" is a direct lift from this movie, just to cite one of countless examples.

The acting is on par with the direction. Robert Ryan steals the show and, c'mon, who doesn't love Ernest?

Some would poo-poo the films treatment of women, and I am not going to get involved in that debate. Just go see it because, like the best movies, it immerses you in a time and place. Smell the sage!"
Hellraiser: Bloodline (1996),"I enjoy the original 2 Hellraiser movies a lot, and Hell on Earth is somewhat of a guilty pleasure despite being a serious decline in quality.

But Bloodline is just a total muddled, disjointed mess due to extreme studio interference that has virtually nothing going for it.

Due to the availability of leaked workprints, we now have a fairly good rough cut of what the film was supposed to be like, using workprints and original footage.

It's much longer, and is 100% more cohesive and narratively makes a lot more sense, and features some super cool practical effects, and differences in some existing key scenes, that were abandoned.

It seems the studio thought horror fans are braindead and care nothing about plot or structure as long as there's plenty of gore.

The end result is just that - a dismal film that offers absolutely nothing apart from some OK effects, but even then it's nothing as good as in Hellraiser or Hellraiser 2.

It's especially infuriating when we know there was a far, far superior version of the film that existed before the studio cut it to ribbons."
Primal Fear (1996),"Following the death of an Archbishop, Aaron (Ed Norton) is seen running from the scene covered in blood. The police arrest him and presume that he's guilty. In the blue corner, we have defence lawyer Martin Vail (Richard Gere) who doesn't believe that Aaron is guilty and therefore he decides to represent him - he does this free of charge knowing that Aaron doesn't have the means to be able to pay him. In the red corner, we have prosecution lawyer Janet Venable (Laura Linney) who is a former colleague and former lover of Martin Vail. Both Vail and Venable set about in their defence and prosecution against Aaron, but who will end up prevailing?

This really was a film of two halves; I thought the first half of this film was fairly generic, someone is killed, they catch the person who they think has done it, that person protests their innocence. It's familiar territory and it had me thinking that it was just going to be a fairly standard legal thriller which wouldn't have been a bad thing, but merely would have just made it an 'average film'. It is in the second half of this film when things really pick up when certain 'discoveries' are made. The second half of the film is much more interesting, exciting, and engaging and when Vail makes this 'discovery' about his client it becomes both a blessing and a curse for Vali in the context of defending Aaron. The second half of the film focuses more on the courtroom battle and like A Few Good Men, Philadelphia, and The Lincoln Lawyer the court room scenes are well executed and fairly engaging.

Then we come to the acting and first we must start with Ed Norton; I couldn't believe that this was his debut motion picture - his performance was absolutely incredible. He's always been good in what's he's been in since, but I actually think his debut performance is one of his strongest. Gere was fairly good in a sort of sleazy and charming type way which is fairly standard for him. Linney also put in a good performance.

There were some minor problems with this film such as Vail's desire to represent Aaron (which is never really explained). I also could have done without some of the soppy moments between Vail and Venable which were cringe worthy and a bit pointless. Having said that, it's still worth watching and whilst it isn't the best legal thriller I've seen, it's still well above average."
Heavy (1995),"In southeast New York, near the border of Pennsylvania, a shy tavern cook (Pruitt Taylor Vince) is concerned about his weight after finding himself attracted to the new server, a drop-out college student (Liv Tyler). The other worker, an aging blonde (Deborah Harry), naturally feels threatened by her. Shelley Winters plays the matriarch and Joe Grifasi a drunk that hangs out at the pub.

""Heavy"" (1995) has been called the ""Marty"" of the '90s. I've never seen that one, but it stars Ernest Borgnine in a role similar to the protagonist here. While this is a character study of Victor, it also evaluates Del (Harry, aka Blondie); and the others to a lesser extent.

Del is closing in on 50 years-old, but was surely stunning back in the day. She's left to making a living at a small-time tavern with romantic options limited to a garrulous alcoholic and a quiet mama's boy.

Obviously, this is not a flick for people who require an explosion every ten minutes to keep their attention (not that there's anything wrong with that, lol). It's a mundane drama about regular people and the social dynamics thereof - their (boring) daily lives, hopes, fears, regrets, grievances and lamentations. In part, it's about people who have been caged so long they no longer know how to be free. It's similar in tone to other 90's dramas like ""Sling Blade,"" which came out the next year, and ""Limbo"" (1999). While it lacks the survival element of the latter, does it really?

The frontman of The Pixies was approached to play the part of Victor, but he declined, saying he wasn't interested in playing such a character. Regardless, he would've fit the role.

The movie runs 1 hour, 44 minutes, and was shot in southeast New York at Barryville (Victor's house); five miles northeast of there in Highland Lake (the tavern); across the border of Barryville in Shohola, Pennsylvania (the bridge); and 80 miles northeast of that area in Hyde Park, NY, on the Huson River (Culinary Institute).

GRADE: B."
"Fan, The (1996)","Although The Fan has a baseball setting with the late Candlestick Park in San Francisco, it's not a baseball story. It's the dual story of a fan obsessed with baseball and his favorite player and that same player and his performance anxiety living up to the huge amount of money the Giants are paying him.

The title role is played by Robert DeNiro and a lot of his character is taken from what Michael Douglas had earlier did in Falling Down. DeNiro is the son of the founder of the company he works for, but dad having passed away long ago, the company is in different hands. DeNiro is not cutting it as a salesman of hunting knives (no pun intended) and he's having problems with his former wife Patty D'Arbanville-Quinn over visitation with his son.

At the same time multi-million dollar acquisition Wesley Snipes is having problems living up to the hype and he's looking like a big old bust. Especially next to new Giant sensation Benicio DelToro who is carrying the team with what looks like a Most Valuable Player season. Snipes is only doing well on one front, his relationship with his young son.

As his life falls apart DeNiro starts fixating on his favorite player and what he can do to help motivate him. After that this film gets truly bizarre.

But DeNiro who probably has more disturbed characters under his creative belt than any other actor around today keeps it all real. He's matched by Wesley Snipes who plays a Barry Bonds like superstar who gets a good life lesson by the end of the film.

In fact Snipes realizes it before the film ends. As he quite realistically says, it's just a game, it's not like we're out there discovering a cure for cancer. The problem is that there are too many out there, fans like DeNiro in sports and in show business who get way too caught up in it.

Look also for nice performances by Ellen Barkin who has a sports phone-in show and John Leguizamo as Snipes's agent and the wisest guy he has around him."
"Hunchback of Notre Dame, The (1996)","It is one of the most spread messages that parents and teachers send to kids: beauty is only skin deep... And so is ugliness.

Disney already used this phrase only 5 years before making ""The Hunchback of Notre Dame"". It was in ""Beauty and the Beast"", which was an adaptation of an old French tale. Coincidentally, the directors (Gary Trousdale and Kirk Wise) are the same for both movies.

Here, Disney creators stay within the same culture, but they use a more mature and serious title instead: Victor Hugo's ""Notre Dame de Paris"". And that's where the danger was. How can you take a very serious, mature and dark story and make it suitable for young children? We can say, once we see the final product, that is a success, but it is far from being a masterpiece like ""Beauty"".

Some very serious themes remain from the original story. The characters (at least those who are portrayed on screen) are the same and they're very well pictured. Quasimodo, who is one of the best animated interpretations of physical ugliness since a very long time, never sends a doubt that he is one of the most gentle men of Paris. Gypsy dancer Esmeralda reveals her hot beauty without sinking into the too-sexy or the scandalous. Courageous captain Phoebus is nice too, as he shows himself as somebody who do the right thing instead of instinctively obeying to the orders.

Evidently, gypsy-hating judge Claude Frollo is here too, but as a much darker and creepier role than portrayed in the book. There isn't a single moment in the movie where Frollo isn't accompanied by darkness, rain, fire, or any other element which portrays evil. Sometimes, he is simply too much dark and terrifying to be cast in what is supposed to be a children's/family movie. In a sense, he recalls me Judge Doom in ""Who Framed Roger Rabbit"".

Such a movie wouldn't have been released by Disney if there weren't any comic stuff inserted. This time, the mood enhancers are the three gargoyles who accompany Quasimodo in his bell-tower. They mostly succeed in their laugh delivering mission, but they often say ridiculous lines, such as ""You're human, with the flesh, and the hair, and the navel lint."" and act in ridiculous situations, such as a poker game which is an excuse for a freewheeling love song.

Talking about the songs, they're not astonishing. They're often located in the wrong moments and the soundtrack won't get any Billboard hit. It's a serious downfall after the success of songs belonging to previous movies. In ""Little Mermaid"", there's ""Under the Sea"". In ""Beauty and the Beast"", there's ""Be my Guest"". In ""Aladdin"", there's ""A Whole New World"". In ""The Lion King"", there are ""Circle of Life"" and ""Can You Feel the Love Tonight"" (thanks Elton). In ""Pocahontas"", there's ""Colours of the Winds"". In ""The Hunchback"", there is... That's the point: there's nothing.

Animation is good, but not everywhere. The city of Paris lacks of a magic touch, but Notre Dame is superb. The basilica is drawn on a monumental scale and becomes a divine entity, with the help of some quotes, particularly from Phoebus' part. The Gothic architecture and the windows are a feast for the eyes. Fire effects are also remarkable.

""The Hunchback of the Notre Dame"" is not a disaster, but it's a sign that Disney has jumped the shark. That's what happens when you run out of fairy tales or children's books in order to get a storyline. But the message is here and children should have lessons to learn here."
Eraser (1996),"True Lies is often considered to be the last good/great Arnold Schwarzenegger action film. That is because Eraser it seems (at least to me before actually viewing the film), just did not see the amount of success that Arnold's previous action films achieved. Eraser was released in 1996 and had a troubled production where, if it was not for Schwarzenegger, this film would not have been released. The film was directed by Chuck Russell (The Mask, A Nightmare on Elm Street 3: Dream Warriors, The Scorpion King) and stars (obviously) Arnold Schwarzenegger (The Terminator, Total Recall, and Terminator 2: Judgment Day). The film was a box office hit but was not as well received as Arnold's previous films. But that is not to say that this film has it's fans as I have seen a following for this film.

John Kruger is a US Marshall and works as a person who helps protect witnesses. One particular assignment sees Kruger protecting a woman who has information on a company who are developing high tech weapons that are being sold to the wrong people. It is up to Kruger not only to protect the witness, but to make sure these weapons do not get into the wrong hands.

Let's be real here, Eraser is nowhere close to being Arnold's best. Yet, it is far from being his worst. Eraser, for me, was better than I was expecting for the most part. It reminds me of a Dolph Lundgren film released in 2001 called Hidden Agenda. Just imagine this film, hardly any action and fun, and no high tech weaponry. I was surprised that this film was pretty high tech with the whole ""rail gun"" being the main focus. I find it too high tech because if you take it out of the film, the film itself is pretty realistic (for an action movie at least). This high tech weapon takes out any sense of realism. Yet, the weapon itself is pretty unique. The weapon has it's own logical issues, but that is action movie logic for you (and don't take that as me defending it). The special effects are, let's say dated. Completely CG and not always convincing. Mostly used with the firing of the ""rail gun weapon and a few of the bigger action scenes. Otherwise, I do not have a huge problem with it but considering that this is a point in film history that CG is being used and used fairly well, I would expect a little more from this film. Speaking of the action, the action here is fairly good. There are some scenes here that are just plain fun, something that should be present in any good Schwarzenegger action film. We get maybe one big action scene and the rest are fun little action scenes mostly consisting of shootouts and an explosion here and there. Aside from the action, the film has some good comedic moments and we get the usual Arnold one liners. Though when none of that is present on screen, the film feels pretty generic and that is the overall feel for this film. Arnold is still on his up and up in his role of John Kruger. Arnold does give us a good performance and plays the protector character fairly well. You feel safe when around this character. Vanessa Williams plays the woman being protected and she does fine as well and plays a female character capable of holding her own. The story overall takes a little bit to get interesting and when a nice twist is revealed, the film gets a little bit interesting. Again, the film does not do much by itself to be entirely interesting without the help of action and comedy. I should note that this film's cinematographer, did cinematography for Terminator 2: Judgment Day and it is very apparent and looks amazing here with the lighting and the ability to give us viewers a good view of the action taking place. Lastly, Alan Silvestri does a good job with the music here. It is nice to hear it in the background while the action is taking place.

Eraser, overall, is just an OK film, despite my apparent overwhelming praise. It does not surpass some of Arnold's finest but it is still worth a watch as it does have it's moments."
For Whom the Bell Tolls (1943),"I've not read the Hemingway novel on which this film is based, nor will I spend any time summarizing the plot, as others here have already done a fine job of that. Let me just add my voice to those who have praised this film as a very good romantic adventure of its time. It of course has one foot obviously placed squarely in WWII propaganda (Gary Cooper as the iconic romantic American hero), but it's also highly entertaining.

It's longer than it needs to be, and it's a bit talky, but it nevertheless doesn't drag. The highest praise must go to the art directors, who fashion an impressive set perched among some rocky mountains that feels extremely authentic. The color photography isn't as vibrant as other Technicolor products of the time, but that may be due to age. And there's a terrific lush score to go along with the action.

I've never been a huge fan of Ingrid Bergman, but she's not bad here. Gary Cooper is perfectly cast and is required to do little more than just be Gary Cooper, but it works. The most colorful performances come from Akim Tamiroff and, especially, Katina Paxinou as two members of the Spanish revolutionary group. Paxinou is a firecracker, giving an intense performance that dominates the screen whenever she's present.

A highly enjoyable Hollywood product from the war years.

Grade: A-"
Rear Window (1954),"This movie was a very influential piece by a very influential man. They tell me this flick changed the way some things were done in the movie business. I am told by others that this one is one of the truly best of Hitchcock's, well worth checking out. I, nevertheless walked into this movie with an open mind. A mind that quickly got bored.

I did like the caught-up-in-the-mystery feeling that flashed through a few scenes. I did like the famous drawl of James Stewart, and his character's wit throughout. And I am now interested in reading some of Cornel Woolrich's short stories, from which this screenplay was created. But still, I was bored.

Leaving behind the ""importance"" of this movie and only commenting on how it affected me, I only give it a four out of ten. On my personal rating scale that's counted as ""not great, not horrible, don't bother."" See it if you must. It is, after all, one of the talked about films in certain circles. If you have not seen it and end up in one of those circles, rest assured that the person extolling it's genius is most likely paraphrasing a magazine article he or she read last night and is not too sure what they are supposed to think about this one."
Meet Me in St. Louis (1944),"This is Judy Garlands second best film, next to the Wizard of Oz. It has the nostalgic feeling of fantasy for a different time & place. Feeling good & no place like home come into play too.

Vincent Minelli directs this Garland starring vehicle & then marries her after the film. Arther Freed, the MGM musical genius produces it. The supporting cast is strong from character actors Marjorie Main & Chill Wills, to Mary Astor & even a 19 year old June Lockhart.

The story is basically about St. Louis & a family living there in 1903. During the first half hour Judy sings several songs. Then there is a musical break for a while before the songs come back as we go from summer to fall. Then in the winter in the last 15 minutes, Judy finally gets to that tune ""Have Yourself A Merry Little Christmas."" Besides Over The Rainbow, this is her next most famous song.

This Technicolor musical is a good film. Some of the tunes are now dated, but Judys Christmas song is as timeless as any she ever sang & she is in excellent voice. The film features the mandatory happy ending which most films of the period have.

It runs a little short of 2 hours so it doesn't get bogged down which makes it quite watchable & even though it has Christmas in it, it is not broadcast as often as other Christmas films, but is as good as many of the films which are broadcast every year."
Spellbound (1945),"Seriously Spellbound was one the most unusual picture from Hitch, despite it was one of his favorite one, the picture is a thematic production, first to approach this forgotten matter as never seem before, it's probable is the upmost relevance, due during the war 20% of the soldiers were affected by nervous collapse.

The scrip has a nerve to expose and also dive in the labyrinth of sick mind to recover what event triggered de breakdown, however the implausible plot somewhat ruins what might be a powerful feature, just a shaper look will recognize such flaw, further it's unthinkable a man mentally disable replaces a notorious psychiatrist in the clinic, it was no place whatsoever, also when Dr. Constance (Bergman) got cure Ballantyne (Gregory Peck) in a couple months is a blatant fails, this intricate case would take so long on regular psychoanalysis, sometimes years.

David O. Selznick and Hitchcock invited the surrealist painting Salvador Dali aiming to increase the movie reputation on dream's sequence, however Dali made a so gloomy and overlong sequence that Selznick had intervene to cut halfway through, it clearly disappointed Dali, nonetheless accepts the middle ground, visually Hitchcock made ones finest picture mixing many elements as the all door open early sequence that suggestion going to the mind, another highlight was when Peck drinks the cup of milk, what a creative scene, sadly something is missing in the picture, it doesn't enthuse me as other Hitch's pictures.

Thanks for reading.

Resume:

First watch: 2022 / How many: 1 / Source: Blu-Ray / Rating: 7.5."
Father of the Bride (1950),"Directed by Vincente Minnelli. Spencer Tracy, Joan Bennett, Elizabeth Taylor, Leo G. Carroll, Don Taylor, Melville Cooper, Billie Burke, Moroni Olsen, Russ Tamblyn, Paul Harvey, Marietta Canty.

Pity poor Tracy: he suffers endless exasperation while preparing for his only daughter's wedding to a nice young man with a nice job and a nice family. What misfortune! Barely qualifies as a comedy of errors, since it focuses primarily on Tracy's upper middle class woes and whining (why won't anyone drink one of his martinis?). Maybe he was supposed to be a self-absorbed, semi-neurotic schmuck the audience can laugh at, but Minnelli doesn't pitch it in that direction, and Tracy certainly doesn't play it that way. Tracy bumbles through his frustrations, managing the occasional amusing quip or weary observation, but too often maintains his identifiably steadfast dignity to really be funny; the script navigates low-energy sitcom-level mishaps, but does manage a few humorous but predictable punchlines--you think that coat of his is going to rip? Bennett is the reasonable, supportive mother of the bride; Liz Taylor the soft and spoiled bride-to-be. Runs just over an hour-and-a-half but feels much longer.

48/100"
